"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9999,0.988007395722016,530577,0.988703704775743,518223,0.412938588890315,594000,0.405018875448005,594000
"1.1","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9997,0.98583802191294,540320,0.986803195396437,525506,0.449422815899933,594000,0.439276625763611,594000
"1.2","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9995,0.984579030860299,544648,0.985692521693052,528395,0.467503075810917,594000,0.456014330655456,594000
"1.3","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.999,0.982440145941656,550631,0.98386645037472,531997,0.49322554166424,594000,0.479437068821331,594000
"1.4","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.997,0.97827431947894,560857,0.980243743604056,537450,0.537869109479459,594000,0.519164384096346,594000
"1.5","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.995,0.975725923935335,565624,0.978144994280396,539373,0.560378883279302,594000,0.53863566718722,594000
"1.6","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.99,0.971163633242059,570807,0.974198427438638,539502,0.592758750668505,594000,0.565416110748781,594000
"1.7","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.97,0.959675037692933,579021,0.96426208798807,535118,0.648535919496498,594000,0.606511318322018,594000
"1.8","LM(Avg.Max12)",5,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.95,0.951074587170325,581293,0.956999505937271,528273,0.675869528229015,594000,0.623095433305367,594000
