"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(4)",25,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.962580618573695,97062,0.966120798249685,90498,0.366220941967469,115740,0.34384450198079,115740
"1.1","VAR(4)",25,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.953769234503179,103005,0.95810076575193,94417,0.421590090208398,115740,0.390482273364188,115740
"1.2","VAR(4)",25,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.939950417776145,108910,0.945759886395209,97179,0.494527196648333,115740,0.44748965780664,115740
"1.3","VAR(4)",25,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.919595065299248,113401,0.928020009881423,97152,0.573446139547043,115740,0.50214059091696,115740
"1.4","VAR(4)",25,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.902993314380602,115023,0.913959880817491,95316,0.6122844808395,115740,0.521424746379673,115740
