"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(3)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.95,0.936093795591395,188495,0.940354696511369,166283,0.608473266898774,192754,0.54620708373794,192754
"1.1","NN(3)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.97,0.954214061315134,184620,0.9571190847018,168863,0.522770538295582,192754,0.485304332623365,192754
"1.2","NN(3)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.99,0.974629677559152,166139,0.976116913395379,158271,0.341415158400528,192754,0.328725647993404,192754
"1.3","NN(3)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.997,0.981454206415696,148012,0.982348990471393,142938,0.249245238568717,192754,0.242695832827809,192754
"1.4","NN(3)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.999,0.981852451654169,146962,0.982745755075606,142052,0.244259115756849,192754,0.23803627586904,192754
