"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.9999,0.951743153649156,112067,0.963609530652271,102994,0.270544028555185,192754,0.249469760616315,192754
"1.1","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.9995,0.951743153649156,112067,0.963609530652271,102994,0.270544028555185,192754,0.249469760616315,192754
"1.2","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.999,0.951743153649156,112067,0.963609530652271,102994,0.270544028555185,192754,0.249469760616315,192754
"1.3","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.995,0.951507174113914,114718,0.963170034836591,105349,0.280214604688051,192754,0.258362031019414,192754
"1.4","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.99,0.95108859487523,119420,0.962481395922169,109519,0.297423620320893,192754,0.2741126799052,192754
"1.5","Markov(Max-Max)",15,1,"max",0.99,"offline","fixed",3.125,1000,3,"1,2",8,0.95,0.939089431089407,166687,0.950844761271874,148977,0.511651647734112,192754,0.462778469883334,192754
