"","name","window_size","extrap_step","response","target","train_policy","type","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Structual(trend)",50,1,"max",0.99,"fixed","trend","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.999,0.91558888954507,50799,0.922125883108542,43596,0.425736785020594,56762,0.377469764596216,56762
"1.1","Structual(trend)",50,1,"max",0.99,"fixed","trend","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.997,0.931689318769282,47972,0.936741604740852,42524,0.37926928833265,56762,0.344457208572947,56762
"1.2","Structual(trend)",50,1,"max",0.99,"fixed","trend","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.99,0.951956532100472,41962,0.9550857969816,38696,0.292497722856233,56762,0.274305505835444,56762
"1.3","Structual(trend)",50,1,"max",0.99,"fixed","trend","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.97,0.965059458238002,35403,0.967005379557681,33460,0.221731002940098,56762,0.211696067818907,56762
"1.4","Structual(trend)",50,1,"max",0.99,"fixed","trend","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.95,0.973506824507864,29819,0.975180647188187,28647,0.174918626899523,56762,0.168934234293561,56762
