"","name","window_size","extrap_step","response","target","train_policy","type","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Structual(level)",10,1,"max",0.99,"fixed","level","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.999,0.946400947036495,286367,0.951609094393236,258313,0.624910966010457,293618,0.572504229287871,293618
"1.1","Structual(level)",10,1,"max",0.99,"fixed","level","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.997,0.954531207629432,283953,0.958839261012573,260248,0.590538998509776,293618,0.54880014955352,293618
"1.2","Structual(level)",10,1,"max",0.99,"fixed","level","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.99,0.967364300777075,276936,0.970206094050826,260221,0.523829632119095,293618,0.497407168883258,293618
"1.3","Structual(level)",10,1,"max",0.99,"fixed","level","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.97,0.97536399593679,268753,0.977254378883078,256401,0.459497544201735,293618,0.441840083426023,293618
"1.4","Structual(level)",10,1,"max",0.99,"fixed","level","empirical",3.125,2000,3,"1,2","max_size",NA,NA,0.95,0.979550939243585,258985,0.980896246301107,249061,0.407700126486398,293618,0.394709814938508,293618
