"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.9999,0.955500813596095,44248,0.960812350047258,41263,0.211312208625743,93878,0.197485504002473,93878
"1.1","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.9995,0.955500813596095,44248,0.960812350047258,41263,0.211312208625743,93878,0.197485504002473,93878
"1.2","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.999,0.955579607206476,44349,0.960907090878321,41363,0.211830028021788,93878,0.197996729227156,93878
"1.3","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.995,0.954654041610563,46046,0.96006348761758,42843,0.223810526828273,93878,0.208832791562505,93878
"1.4","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.99,0.953140287694902,48037,0.958571107616266,44510,0.238612948061381,93878,0.22205144370721,93878
"1.5","Markov",30,1,"max",0.99,"fixed","fixed",6.25,2000,3,"1,2","max_size",8,0.95,0.936849831326662,70847,0.944225690655787,63237,0.414302670304076,93878,0.373900437592144,93878
"11","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.955500813596095,44248,0.960812350047258,41263,0.203427359166431,95091,0.190130270814733,95091
"1.11","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.955500813596095,44248,0.960812350047258,41263,0.203427359166431,95091,0.190130270814733,95091
"1.21","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.955579607206476,44349,0.960907090878321,41363,0.203925551391882,95091,0.190621952985405,95091
"1.31","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.954654041610563,46046,0.96006348761758,42843,0.215466750928962,95091,0.201061942834361,95091
"1.41","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.953140287694902,48037,0.958571107616266,44510,0.229718474841976,95091,0.213788679442103,95091
"1.51","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.936849831326662,70847,0.944225690655787,63237,0.398983414410697,95091,0.360119477775115,95091
"12","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.956246610016272,44248,0.961510530137981,41310,0.199695445111534,95785,0.186945676244894,95785
"1.12","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.956246610016272,44248,0.961510530137981,41310,0.199695445111534,95785,0.186945676244894,95785
"1.22","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.956323705156824,44349,0.961603477420913,41410,0.20018666921439,95785,0.187430437460877,95785
"1.32","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.955392433653303,46046,0.96076191364357,42892,0.2114631913989,95785,0.197645559305992,95785
"1.42","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.953827258155172,48037,0.959221688585664,44558,0.225443900574597,95785,0.210121153776527,95785
"1.52","Markov",30,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.937739071520318,70847,0.945025103413433,63338,0.391394161112325,95785,0.353849627643923,95785
"13","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.9999,0.955500813596095,44248,0.960812350047258,41263,0.19837070095697,96345,0.185416925762205,96345
"1.13","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.9995,0.955500813596095,44248,0.960812350047258,41263,0.19837070095697,96345,0.185416925762205,96345
"1.23","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.999,0.955579607206476,44349,0.960907090878321,41363,0.198856340116917,96345,0.185896139600454,96345
"1.33","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.995,0.954654041610563,46046,0.96006348761758,42843,0.210117498748705,96345,0.196082642322671,96345
"1.43","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.99,0.953140287694902,48037,0.958571107616266,44510,0.224018915004949,96345,0.208495492354544,96345
"1.53","Markov",30,1,"max",0.99,"fixed","fixed",1.5625,2000,3,"1,2","max_size",8,0.95,0.936849831326662,70847,0.944225690655787,63237,0.389089720476518,96345,0.351207750689885,96345
