"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.975178646490122,47580,0.976406850751485,45776,0.167227884496575,95091,0.160469513720091,95091
"1.1","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.975178646490122,47580,0.976406850751485,45776,0.167227884496575,95091,0.160469513720091,95091
"1.2","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.975164414934969,47593,0.976389131574349,45784,0.167263096514834,95091,0.160499487864832,95091
"1.3","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.973217434599506,48203,0.974687925924323,46223,0.172364518391284,95091,0.164806565907683,95091
"1.4","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.971617242935072,48762,0.973171202470566,46629,0.177409437782871,95091,0.169233476139401,95091
"1.5","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.952822347499277,55344,0.955681973686783,51153,0.242227187704306,95091,0.22424756668805,95091
"11","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.975878691612951,54143,0.977226905278519,52079,0.171447141525641,95785,0.164421346916605,95785
"1.11","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.975878691612951,54143,0.977226905278519,52079,0.171447141525641,95785,0.164421346916605,95785
"1.21","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.975866016692518,54156,0.977211204331215,52087,0.171481615175413,95785,0.164449792720888,95785
"1.31","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.974125171311101,54725,0.975722697562742,52477,0.176537189106335,95785,0.168700319362145,95785
"1.41","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.972536027228619,55236,0.974253152095718,52822,0.18144795598014,95785,0.173011124197084,95785
"1.51","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.954171294179134,61228,0.956879648112491,56609,0.244841293626163,95785,0.226683487689345,95785
"12","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.962897189123129,52368,0.964650974025974,49280,0.213734897709171,95091,0.201010295081844,95091
"1.12","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.962897189123129,52368,0.964650974025974,49280,0.213734897709171,95091,0.201010295081844,95091
"1.22","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.962887306466085,52381,0.964636422658659,49288,0.213770109727431,95091,0.201043745749922,95091
"1.32","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.959672137283156,53437,0.961873899823972,49992,0.223222919562071,95091,0.208747603884385,95091
"1.42","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.99,0.957204099280602,54351,0.959574804394215,50612,0.231925722324566,95091,0.21613879842823,95091
"1.52","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.95,0.938313370022661,61780,0.941787077056622,55297,0.304218502221025,95091,0.27423434461724,95091
"13","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9999,0.964143289917333,58427,0.966004326722054,55007,0.217097389944363,95785,0.204426478572235,95785
"1.13","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9995,0.964143289917333,58427,0.966004326722054,55007,0.217097389944363,95785,0.204426478572235,95785
"1.23","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.999,0.964134154688569,58440,0.96599109333818,55015,0.217131863594134,95785,0.204457869765941,95785
"1.33","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.995,0.961123364706279,59393,0.963376483279396,55620,0.226438979175456,95785,0.212166929832025,95785
"1.43","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.99,0.958612901082841,60212,0.961082005773549,56118,0.234847017439051,95785,0.219240246422232,95785
"1.53","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.95,0.939227015537527,66806,0.942130519838815,59807,0.305333272036506,95785,0.275630087440563,95785
"14","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9999,0.931529566438581,66934,0.934540767874101,58968,0.348341784628508,95091,0.310427259676865,95091
"1.14","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9995,0.931529566438581,66934,0.934540767874101,58968,0.348341784628508,95091,0.310427259676865,95091
"1.24","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.999,0.931527925075059,66947,0.934532691264243,58976,0.348376996646767,95091,0.310472381958707,95091
"1.34","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.995,0.931434709313601,67031,0.934499813679325,59038,0.348633802813102,95091,0.310731522049226,95091
"1.44","Markov(quantile)",30,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.99,0.926631979362512,68613,0.929717801257189,59816,0.363454974361316,95091,0.320955255951754,95091
