"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.980214766594336,89865,0.982644276634139,87003,0.199546966186937,191323,0.193430254736479,191323
"1.1","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.978157450508977,97745,0.980803107158775,94234,0.225709129534054,191323,0.217984708912011,191323
"1.2","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.976370381881046,102964,0.979151711238057,98905,0.243256648217492,191323,0.234155540127997,191323
"1.3","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.970684252297068,122221,0.973891825244225,115979,0.314179183766001,191323,0.299296108960748,191323
"1.4","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.966601849515356,134738,0.970050573189109,126747,0.365515920458294,191323,0.345696529714198,191323
"1.5","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.944288156434634,166715,0.94961682373892,149931,0.536455541324756,191323,0.488368049342912,191323
"11","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.980392811439381,89865,0.982834294643473,87034,0.196402602287759,192154,0.190477492460274,192154
"1.11","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.978433679472096,97745,0.981056628589005,94281,0.222148723441525,192154,0.214676087193185,192154
"1.21","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.976661745852919,102964,0.979415509610138,98958,0.239393611015224,192154,0.230586116750206,192154
"1.31","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.971085165397109,122221,0.9742653077049,116069,0.309123052998843,192154,0.294766908014576,192154
"1.41","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.96713621992311,134738,0.970562504433358,126879,0.359598207921028,192154,0.340524382218998,192154
"1.51","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.945679752871667,166715,0.950829813416703,150335,0.527753580202638,192154,0.481756114945525,192154
"12","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.980090138667047,98293,0.982562419806062,95082,0.20868322645883,191723,0.202036507435209,191723
"1.12","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.977734470617033,106218,0.980497442367693,102243,0.235994568765956,191723,0.227457323193906,191723
"1.22","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.97613277322993,111408,0.979059845054081,106876,0.254513833672139,191723,0.244647929176118,191723
"1.32","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.995,0.970756624126171,129602,0.974041604996503,122966,0.325374587506885,191723,0.309873740350951,191723
"1.42","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.99,0.966586875540007,141202,0.970159930124691,132808,0.376374959135975,191723,0.355962128219388,191723
"1.52","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.95,0.944467275673391,170332,0.949607265746913,153157,0.542882996011756,191723,0.494623881530642,191723
"13","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9999,0.979927360035811,98293,0.982439527371821,95043,0.206899871834231,192570,0.200208009060527,192570
"1.13","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9995,0.977555593213956,106218,0.980311570377329,102192,0.23414831454601,192570,0.225539379835318,192570
