"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.23","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.999,0.975980180956484,111408,0.978900662747594,106828,0.252651073166395,192570,0.242711327842812,192570
"1.33","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.995,0.970478850635021,129602,0.97383817916982,122889,0.323223599420983,192570,0.307646179843699,192570
"1.43","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.966317757538845,141202,0.970030511922251,132735,0.374046221276052,192570,0.353627653048897,192570
"1.53","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.943480966582909,170332,0.948748307418576,152873,0.538919824465922,192570,0.490073106290932,192570
"14","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.975847703422454,113778,0.979101770073662,109148,0.246337512268738,192053,0.236378274398144,192053
"1.14","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.972353033030071,121677,0.976026363236398,115919,0.277699912603596,192053,0.264886897109643,192053
"1.24","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.970352640060669,126588,0.974362176925127,120096,0.298197985501248,192053,0.283553238306262,192053
"1.34","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.9635850032863,143018,0.968240805074299,133851,0.373546331622309,192053,0.351454578731533,192053
"1.44","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.958039166933843,152833,0.963157820300677,141414,0.424734862640762,192053,0.395960838602646,192053
"1.54","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.929223239927269,176541,0.936422973113257,154128,0.578146169922663,192053,0.512393934007422,192053
"15","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.976410202323824,113778,0.97959930807882,109261,0.241075800021662,192900,0.231637473566923,192900
"1.15","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.973043385356312,121677,0.976616752537349,116066,0.271832650445146,192900,0.259686618382007,192900
"1.25","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.97108730685373,126588,0.974995218573555,120257,0.291909706764273,192900,0.278033367844732,192900
"1.35","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.964577885301151,143018,0.969073471944635,134092,0.365774908671959,192900,0.344825866342777,192900
"1.45","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.959118776703984,152833,0.96409315455187,141700,0.415926849384848,192900,0.388607333160142,192900
"1.55","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.931709914410817,176541,0.938757593167602,154909,0.56735443022495,192900,0.50545735329352,192900
"16","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.976658301368943,119143,0.979819079666128,114415,0.245429764084459,192061,0.2355595481651,192061
"1.16","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.973484341673422,127057,0.977102133064982,121234,0.278446554655075,192061,0.265922623238666,192061
"1.26","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.971722950160467,131803,0.975592241221106,125329,0.29910074884533,192061,0.284804050571216,192061
"1.36","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.964725712119571,147728,0.969107452339688,138480,0.37488914597332,192061,0.353211768701159,192061
"1.46","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.959423708284193,156865,0.964171799384074,145472,0.425706624586824,192061,0.397662709851418,192061
"1.56","Multinomial",450,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.932947951000856,178697,0.939396446916991,157103,0.578173933753517,192061,0.516307151860853,192061
"17","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.976045592271472,119143,0.979360426965309,114295,0.246447955998333,192919,0.23636037140972,192919
"1.17","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.97272877527409,127057,0.976500615361742,121067,0.279147097136243,192919,0.26631828722695,192919
"1.27","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.971017351653604,131803,0.975025166578783,125166,0.299688336158035,192919,0.28510302811624,192919
"1.37","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.963683255713203,147728,0.968288077098392,138213,0.374619056937064,192919,0.352346331755701,192919
"1.47","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.958263474962547,156865,0.963244919049259,145150,0.424915598723052,192919,0.396146180816753,192919
"1.57","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.930435317884464,178697,0.937211727301224,156319,0.574327238068639,192919,0.510261239942946,192919
