"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","s.window","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","STLM(res:ARIMA(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.999,0.976635816738882,2932908,0.978889767113419,2801106,0.736459539608024,2982765,0.706119574707884,2982765
"1.1","STLM(res:ARIMA(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.997,0.972533729851156,2941608,0.975191533448241,2786589,0.757096208887064,2982765,0.720727706236163,2982765
"1.2","STLM(res:ARIMA(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.99,0.966342153352007,2953962,0.969714323337592,2764244,0.78150642326476,2982765,0.735996910419034,2982765
"1.3","STLM(res:ARIMA(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.97,0.958141468945455,2965202,0.962667239989408,2730283,0.805916909146549,2982765,0.748332975292872,2982765
"1.4","STLM(res:ARIMA(AUTO).period:12)",1,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2","max_size",13,NA,12,0.95,0.952929026331554,2969707,0.958249256285317,2706347,0.817928866686948,2982765,0.752628962937825,2982765
