"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(3)",30,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.898066802478567,94248,0.909760565560658,77516,0.585789964193416,95091,0.494742634634703,95091
"1.1","VAR(3)",30,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.91539881871484,92611,0.924554149014435,78838,0.544005389664584,95091,0.472758036885654,95091
"1.2","VAR(3)",30,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.937937221767966,88056,0.944375662118524,78347,0.460329512675244,95091,0.415459528966854,95091
"1.3","VAR(3)",30,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.952923505275498,81888,0.957871869710661,75033,0.384283916082594,95091,0.355196216685344,95091
"1.4","VAR(3)",30,1,"max",0.99,"fixed",3,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.962422838490596,75977,0.966054605968297,70908,0.327382070168203,95091,0.306914019098476,95091
