"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.9999,0.941931411598375,2972106,0.945656819158258,2641785,0.822747669086901,2979796,0.737752134515412,2979796
"1.1","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.9995,0.96453789121502,2955408,0.967290746698104,2752585,0.781727042958533,2979796,0.733043464151288,2979796
"1.2","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.999,0.97054151531423,2946214,0.973031174200126,2777874,0.765378352508606,2979796,0.726108741274985,2979796
"1.3","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.995,0.982240551366627,2930609,0.984345321035946,2829761,0.732128626094887,2979796,0.71012779048871,2979796
"1.4","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.99,0.98474128299137,2925803,0.986663647150519,2839307,0.717300413897562,2979796,0.69873662269744,2979796
"1.5","VAR1",1,1,"max",0.99,"fixed",1,3.125,1250,3,"1,2",0.95,0.988026281440341,2907451,0.989621768862701,2839983,0.684052578613188,2979796,0.670017434931948,2979796
