"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.9999,0.992698897108531,103546,0.994612564165241,102275,0.514404499367122,121242,0.508647547945294,121242
"1.1","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.9997,0.992257977649118,103978,0.994270178618411,102621,0.519740819625031,121242,0.513546369899432,121242
"1.2","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.9995,0.992036077528305,104220,0.994086581012868,102817,0.522816614714704,121242,0.516373153757005,121242
"1.3","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.999,0.991570295326388,104630,0.993726303949423,103129,0.5279369320755,121242,0.521007727551116,121242
"1.4","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.997,0.990712837133489,105522,0.993056625577812,103840,0.539050082896575,121242,0.531251495656393,121242
"1.5","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.995,0.990097982817643,106039,0.992535595041639,104228,0.545858363513852,121242,0.537375069982988,121242
"1.6","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.99,0.98810626551558,107956,0.990872892016382,105729,0.580930963559668,121242,0.570323643005814,121242
"1.7","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.97,0.983397432425112,110766,0.98731377268883,107597,0.628292672593108,121242,0.612381447439579,121242
"1.8","Multinomial",450,1,"max",0.99,"fixed",0,60000,3,"1,2","max_size",8,0.95,0.978551802022106,112457,0.983831649707289,108298,0.657177925190752,121242,0.635853326443127,121242
