"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9999,0.984497970107278,88182,0.984952312020639,85661,0.216796427363952,139522,0.211686787737389,139522
"1.1","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9997,0.981648968385351,99068,0.982254457287377,95686,0.254672272758384,139522,0.247336577604757,139522
"1.2","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.9995,0.979691127874601,103797,0.980392156862745,99858,0.274969687936608,139522,0.266165488032977,139522
"1.3","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.999,0.976700355094237,109830,0.977690176250464,105021,0.305500181707585,139522,0.294250687003464,139522
"1.4","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.997,0.970746298925167,118344,0.972077678236146,111846,0.361455012428846,139522,0.344819790630851,139522
"1.5","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.995,0.966786908684541,121699,0.96859285476495,114146,0.390411143689075,139522,0.370130871967448,139522
"1.6","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.99,0.961430369625624,126317,0.963616505682788,117196,0.434066539917705,139522,0.407682597887283,139522
"1.7","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.97,0.948280126826124,133411,0.951638039657802,120632,0.514568678864555,139522,0.4728069227969,139522
"1.8","LM(Avg.Max12)",20,1,"max",0.99,"fixed","normal",3.125,2000,3,"1,2",0.95,0.939140934458335,135822,0.943128865893902,120606,0.556766280765768,139522,0.503654640011938,139522
