"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(3)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.95,0.956824936596303,578042,0.960904214761361,531157,0.685073041630582,585584,0.636724729594067,585584
"1.1","NN(3)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.97,0.971405866558377,571306,0.973783631197534,540235,0.620256270480569,585584,0.591320812984531,585584
"1.2","NN(3)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.99,0.987723276107195,541594,0.988349837729883,528748,0.432547021412056,585584,0.424207685756836,585584
"1.3","NN(3)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.997,0.993871181184459,448863,0.994004739389922,443517,0.247070386439497,585584,0.244942820467611,585584
"1.4","NN(3)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.999,0.995642881041913,400494,0.995731962189466,397138,0.1825559855363,585584,0.181511268015915,585584
