"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.22","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.999,0.981869631272366,138883,0.984702524306485,134532,0.180120002592013,290689,0.173960622830522,290689
"1.32","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.995,0.982134386377778,162323,0.984683492774272,157216,0.22647202373311,290689,0.219226200966839,290689
"1.42","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.99,0.98098743029574,196186,0.983418125013194,189484,0.301912456258493,290689,0.291988176582589,290689
"1.52","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.95,0.962937917275339,267659,0.966276812501003,249324,0.566093042515287,290689,0.530696094979895,290689
"13","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.9999,0.981537061633633,136273,0.984476734050375,131931,0.173917088089348,291880,0.167872532037002,291880
"1.13","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.9995,0.981537061633633,136273,0.984476734050375,131931,0.173917088089348,291880,0.167872532037002,291880
"1.23","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.999,0.981660822418871,138883,0.984555439058306,134481,0.178375248680044,291880,0.172254599767134,291880
"1.33","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.995,0.981949569685134,162323,0.984551169479016,157164,0.224642286592627,291880,0.217440240738919,291880
"1.43","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.99,0.980814125370822,196186,0.98328617281865,189424,0.299893322660305,291880,0.290003745649987,291880
"1.53","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",10,0.95,0.962717487549457,267659,0.966146376695289,249220,0.563063151875666,291880,0.527755783353773,291880
"14","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.9999,0.975141895251868,174953,0.9788995215311,167200,0.2424985968068,290689,0.231640628359105,290689
"1.14","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.9995,0.975141895251868,174953,0.9788995215311,167200,0.2424985968068,290689,0.231640628359105,290689
"1.24","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.999,0.975147073060999,175593,0.978953891623268,167822,0.24513727873619,290689,0.234277354355198,290689
"1.34","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.995,0.975129747734256,193645,0.978855425594016,185012,0.291342647210061,290689,0.279176438215584,290689
"1.44","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.99,0.973873775047535,218784,0.977501678979181,208460,0.358100794478917,290689,0.342774057279103,290689
"1.54","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",16,0.95,0.952648457531905,273782,0.957739608821507,250116,0.604312107145682,290689,0.557525761381192,290689
"15","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.9999,0.975896383600167,174953,0.979526261093924,167434,0.237324030051136,291880,0.227075720383805,291880
"1.15","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.9995,0.975896383600167,174953,0.979526261093924,167434,0.237324030051136,291880,0.227075720383805,291880
"1.25","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.999,0.975904506443879,175593,0.979584429185162,168058,0.239880542124051,291880,0.229632272226218,291880
"1.35","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.995,0.975914689250949,193645,0.979518150318966,185286,0.285083474362417,291880,0.273626670737563,291880
"1.45","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.99,0.974678221442153,218784,0.978201517415795,208776,0.350432558123295,291880,0.335973235517563,291880
"1.55","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",16,0.95,0.954587956841575,273782,0.959472323679714,251063,0.592582116898091,291880,0.54868368280006,291880
"16","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9999,0.974989730464183,189882,0.978521720909201,181346,0.260288306689342,290689,0.248640856914721,290689
"1.16","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.9995,0.974989730464183,189882,0.978521720909201,181346,0.260288306689342,290689,0.248640856914721,290689
"1.26","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.999,0.974968191043018,190198,0.978529785793324,181647,0.261992112086945,290689,0.250333385346141,290689
"1.36","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.995,0.974775363662085,204998,0.978165648718407,195655,0.302423062380941,290689,0.289549271165747,290689
"1.46","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.99,0.973793547079531,226967,0.977136671077102,216154,0.363336496700515,290689,0.347776826464447,290689
"1.56","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",20,0.95,0.953681964488538,275573,0.958590671603333,252262,0.598517336390972,290689,0.553215110644737,290689
"17","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9999,0.974157634741576,189882,0.977881848757131,181073,0.260882977455618,291880,0.248873005437576,291880
"1.17","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.9995,0.974157634741576,189882,0.977881848757131,181073,0.260882977455618,291880,0.248873005437576,291880
"1.27","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.999,0.974132220107467,190198,0.977890865784874,181373,0.26257262634329,291880,0.250552059495337,291880
"1.37","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.995,0.973907062507927,204998,0.97751192743207,195348,0.302807060784485,291880,0.289531375599247,291880
"1.47","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.99,0.97294320319694,226967,0.976517903476907,215824,0.36337168807892,291880,0.347423510156067,291880
"1.57","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",20,0.95,0.952230443475957,275573,0.957443763837932,251573,0.595777634895889,291880,0.549490367471203,291880
