"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.9999,0.981724048666839,115890,0.984764481307122,112369,0.156451517133086,290689,0.151337925807052,290689
"1.1","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.9995,0.981724048666839,115890,0.984764481307122,112369,0.156451517133086,290689,0.151337925807052,290689
"1.2","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.999,0.981857654958852,118838,0.984876749412163,115253,0.160872561701509,290689,0.155686701370146,290689
"1.3","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.995,0.982369672211146,143446,0.985154244879473,139097,0.205111869205617,290689,0.198852234748468,290689
"1.4","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.99,0.98151983257471,183007,0.984092821998904,177027,0.286065264475734,290689,0.276940306993985,290689
"1.5","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.95,0.963438578473203,264842,0.966594456704391,246965,0.56134509418795,290689,0.526530077849543,290689
"11","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.9999,0.982086461299508,115890,0.985040511575371,112437,0.154080313721803,291880,0.149161797840585,291880
"1.11","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.9995,0.982086461299508,115890,0.985040511575371,112437,0.154080313721803,291880,0.149161797840585,291880
"1.21","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.999,0.982211077264848,118838,0.985145810390128,115321,0.15845716439417,291880,0.153465783046415,291880
"1.31","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.995,0.982683379111303,143446,0.985384886219112,139171,0.201956708021197,291880,0.195909628487098,291880
"1.41","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.99,0.981831296070642,183007,0.984327540846629,177126,0.281520448986465,291880,0.272701857951495,291880
"1.51","Markov",10,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2",8,0.95,0.964367434168297,264842,0.967417796730058,247405,0.551600847124534,291880,0.518330893352053,291880
"12","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.9999,0.981742531535961,136273,0.984618881648735,131980,0.175681197973442,290689,0.169600716589705,290689
"1.12","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",10,0.9995,0.981742531535961,136273,0.984618881648735,131980,0.175681197973442,290689,0.169600716589705,290689
