"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.51","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.945363444572305,166848,0.950558733537315,150340,0.528418941480061,192154,0.482108390531479,192154
"12","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.979575725679122,98804,0.982124531384171,95494,0.210263968639636,191723,0.203390602255813,191723
"1.12","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.977234172173017,106695,0.980030407578504,102606,0.237536190000813,191723,0.228751682307693,191723
"1.22","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.975566597554872,111896,0.97849582692218,107235,0.255943413977285,191723,0.245763961367891,191723
"1.32","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.970008001969716,129968,0.973419201845144,123134,0.326660673336217,191723,0.310732238177845,191723
"1.42","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.96594547600704,141479,0.969598001294342,132886,0.377258341263848,191723,0.35644719060883,191723
"1.52","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.944215603436136,170424,0.949382957884427,153150,0.543317664256915,191723,0.494766294954342,191723
"13","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.979413788915429,98804,0.981981226952732,95456,0.208474037919597,192570,0.201548054493112,192570
"1.13","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.977065466985332,106695,0.979845550810273,102558,0.235686603939945,192570,0.226826045818592,192570
"1.23","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.975432544505612,111896,0.978384379285574,107191,0.254072816437785,192570,0.243846197264902,192570
"1.33","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.969746399113628,129968,0.973216317243621,123060,0.324517814863497,192570,0.308498249824237,192570
"1.43","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.96565568034832,141479,0.969421562278813,132806,0.374911031682741,192570,0.354043157556111,192570
"1.53","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.943112472421725,170424,0.948445311068652,152828,0.53925692545291,192570,0.490059545520057,192570
"14","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.975244533569183,114197,0.978583045520165,109446,0.247848983969238,192053,0.237650415567874,192053
"1.14","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.971709707019729,122056,0.975611435851964,116161,0.279136515849299,192053,0.266163626116399,192053
"1.24","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.969644672450885,126897,0.973863655263027,120254,0.299535726043579,192053,0.284582702267126,192053
"1.34","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.962815052712421,143230,0.967668678658937,133864,0.374568889737986,192053,0.352024434107604,192053
"1.44","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.957332618614928,152974,0.962601418981531,141369,0.425637984680068,192053,0.396376608179944,192053
"1.54","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.92880163580649,176549,0.936073652294168,154021,0.578361444551965,192053,0.512205128386033,192053
"15","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.975822482201809,114197,0.97908965617955,109563,0.242552172562905,192900,0.23289422779367,192900
"1.15","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.972397915710821,122056,0.976209719021907,116308,0.273226323591407,192900,0.260928535127137,192900
"1.25","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.970385430703642,126897,0.974471618984346,120415,0.2932209609838,192900,0.279021063949669,192900
"1.35","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.963813446903582,143230,0.968487379292346,134105,0.366783851192487,192900,0.345388859051855,192900
"1.45","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.958456992691568,152974,0.963561924257932,141665,0.41685616425261,192900,0.38907915798453,192900
"1.55","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.93130519006055,176549,0.93846004780053,154810,0.567584333648961,192900,0.505347519082286,192900
"16","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.976084319712242,119545,0.979167756675212,114678,0.2471998279825,192061,0.237033687501771,192061
"1.16","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.972906152626581,127409,0.976599038271524,121448,0.279851141257565,192061,0.267048006291661,192061
"1.26","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.971022280075074,132136,0.974983064355449,125475,0.30030091321064,192061,0.285715542527971,192061
"1.36","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.964249758444314,147999,0.9687308355519,138603,0.376543842471253,192061,0.354478120335773,192061
"1.46","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.958847946217118,157076,0.963731958762887,145500,0.426534967974106,192061,0.398050820185431,192061
"1.56","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.932366122633961,178727,0.93888057086426,156955,0.578508144724279,192061,0.516093059375656,192061
"17","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.975456940900916,119545,0.978699629862421,114552,0.248198085891101,192919,0.237789761167043,192919
"1.17","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.972136976194774,127409,0.976013786507033,121278,0.280538233118769,192919,0.267427566280707,192919
"1.27","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.970280619967306,132136,0.974382915559386,125307,0.30085357466914,192919,0.285941708506398,192919
"1.37","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.963148399651349,147999,0.967820762151259,138319,0.376209586761494,192919,0.35346120391626,192919
"1.47","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.957695637780438,157076,0.962819082255376,145182,0.425726142920733,192919,0.396514179353753,192919
"1.57","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.929825935644866,178727,0.936701160318639,156164,0.574620868973613,192919,0.510068078989314,192919
