"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(1)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.95,0.947184856784034,132178,0.94935487659603,119202,0.524306337391445,139522,0.480210542442169,139522
"1.1","NN(1)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.97,0.964778585379911,124924,0.966187216763328,116731,0.411859699438073,139522,0.389563248111941,139522
"1.2","NN(1)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.99,0.982656089909478,94673,0.982982295482295,91728,0.214444019586155,139522,0.209332612735143,139522
"1.3","NN(1)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.997,0.987261777898937,80702,0.987435310194734,79031,0.152925331161605,139522,0.150537201350784,139522
"1.4","NN(1)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.999,0.987415596204783,80417,0.98758757234237,78792,0.151677046341027,139522,0.149345950125389,139522
