"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.986910430796889,134611,0.988441235361932,131848,0.191602739034361,291276,0.187743662756043,291276
"1.1","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.985149827631928,147069,0.986901205423361,143601,0.218048372784545,291276,0.21306907508291,291276
"1.2","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.984195051805821,155774,0.985992792151747,151779,0.237248985555722,291276,0.231402940486442,291276
"1.3","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.979731959086838,190941,0.981768063724958,184292,0.321855808565804,291276,0.311556135741425,291276
"1.4","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.976093900759712,213502,0.978286273071752,204525,0.384903365608929,291276,0.370381762654789,291276
"1.5","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.955098934550989,262800,0.958559371868245,241478,0.572300943234234,291276,0.531249542415175,291276
"11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.987014434184428,134611,0.988542180094787,131875,0.188675722905086,292323,0.184935710521692,292323
"1.11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.985285818221379,147069,0.987029984892682,143639,0.214721908045492,292323,0.209906700963225,292323
"1.21","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.984323442936562,155774,0.986114861971979,151817,0.233615331731554,292323,0.227951743373856,292323
"1.31","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.9799833456408,190941,0.981999229855571,184381,0.31686881712231,292323,0.306918438304563,292323
"1.41","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.976449869322067,213502,0.978628386037603,204664,0.378836109750115,292323,0.364831413965882,292323
"1.51","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.956423135464231,262800,0.959799596880782,242112,0.563080457867516,292323,0.524082265290218,292323
"12","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.986984163838374,146437,0.988391388013498,143428,0.199280934038938,291867,0.195220106151363,291867
"1.12","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.985208308471148,159211,0.9869311747143,155408,0.22734370120901,291867,0.222043963088187,291867
"1.22","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.984181760747641,167781,0.985954540447252,163398,0.247176391824701,291867,0.241002441584342,291867
"1.32","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.995,0.979822441454809,201511,0.981837255224617,194464,0.332791873345395,291867,0.32215358321751,291867
"1.42","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.99,0.976228045332147,222447,0.978355242471032,213077,0.394466241728352,291867,0.379571385144674,291867
"1.52","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.95,0.955788985055853,267128,0.95899464439778,245724,0.577346187898773,291867,0.5368259381535,291867
"13","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9999,0.986786126457111,146437,0.98821239999721,143371,0.197799073822684,292921,0.193667719640115,292921
"1.13","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9995,0.985007317333601,159211,0.986751641560448,155340,0.225818351464875,292921,0.220435156189339,292921
"1.23","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.999,0.983991035933747,167781,0.985801751056144,163330,0.245605415026145,292921,0.239369833155706,292921
"1.33","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.995,0.979668603699054,201511,0.981727925100954,194395,0.331096431737539,292921,0.320434426260869,292921
"1.43","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.975994281783976,222447,0.978143385028571,212979,0.392563945200705,292921,0.377589573976808,292921
"1.53","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.955021562696535,267128,0.958420949679691,245388,0.573795362459763,292921,0.532887527477095,292921
"14","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.984204673180653,168151,0.9861336588343,163850,0.23268357373855,292304,0.226663230073423,292304
"1.14","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.982276999839936,181177,0.984583627141005,175852,0.264223394740038,292304,0.256593716275537,292304
"1.24","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.981067361778022,189514,0.983518190489167,183475,0.286092119807656,292304,0.277355530268287,292304
"1.34","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.975359287130865,220854,0.978247088099766,211374,0.376559114234035,292304,0.361919749955534,292304
"1.44","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.970836367288523,238962,0.973892055984045,226636,0.438929626126608,292304,0.418698759949475,292304
"1.54","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.943650938240117,274450,0.948482833018355,246578,0.610399998089623,292304,0.555347023804495,292304
"15","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.984585283465457,168151,0.986479234006221,163970,0.227815257926051,293381,0.222131539036111,293381
"1.15","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.98276823217075,181177,0.985007044814108,176016,0.25875569282633,293381,0.251572812630774,293381
"1.25","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.981558090695147,189514,0.983941931760017,183646,0.280164380433798,293381,0.271922592722952,293381
"1.35","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.976033940974581,220854,0.978846353748311,211642,0.368854124071481,293381,0.354992650568218,293381
"1.45","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.971710983336263,238962,0.974707185678858,227021,0.43004569015126,293381,0.410951324506676,293381
"1.55","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.946077609764985,274450,0.950751262193129,247783,0.599388769872121,293381,0.547956045660109,293381
"16","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.985108885240127,176011,0.987047552488279,171705,0.230365525674514,292339,0.224684870370447,292339
"1.16","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.983171308668893,188963,0.985361789259866,183629,0.262506182351844,292339,0.255265849402124,292339
"1.26","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.981975132170537,197283,0.984240028445337,191244,0.284820572562449,292339,0.276398322246853,292339
"1.36","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.976335127257403,227806,0.979046755589745,218391,0.375233051992991,292339,0.361085799887795,292339
"1.46","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.97205671264584,244531,0.975117229511723,232450,0.43717138305293,292339,0.418063030789164,292339
"1.56","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.94740359191458,276844,0.951626681569598,250510,0.60778069282336,292339,0.557154006871273,292339
"17","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.984535057467999,176011,0.986540210320144,171548,0.231342299881462,293469,0.225458253719552,293469
"1.17","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.982515095547806,188963,0.984772984996511,183424,0.263302006946111,293469,0.255770270037828,293469
"1.27","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.981316180309505,197283,0.983683191121813,191030,0.285526631490075,293469,0.276810334742553,293469
"1.37","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.975667892856202,227806,0.978462483553461,218131,0.375419762181039,293469,0.360910564768549,293469
"1.47","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.971234730974805,244531,0.974400068932834,232110,0.436764558396147,293469,0.417139692027734,293469
"1.57","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.945640866336276,276844,0.95007830304681,249671,0.604671542779663,293469,0.552490032393565,293469
