"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(3)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.95,0.965201352659875,2961868,0.967540225026356,2763143,0.798542228043325,2979796,0.748886621041857,2979796
"1.1","NN(3)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.97,0.979264050080913,2949467,0.980717360804,2831044,0.75753135147242,2979796,0.729684826257758,2979796
"1.2","NN(3)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.99,0.991862574976031,2902761,0.992259136375443,2856658,0.624589865997293,2979796,0.615756080625251,2979796
"1.3","NN(3)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.997,0.996790744381593,2715583,0.996879314983513,2698446,0.434617114704125,2979796,0.432364034121884,2979796
"1.4","NN(3)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",3,0,0.999,0.998365938211084,2422797,0.998394192259659,2414984,0.273884373753551,2979796,0.273189987946991,2979796
