"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.9999,0.972551766405463,91372,0.976487050673273,87186,0.207750712099114,192754,0.198224584648977,192754
"1.1","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.9995,0.972551766405463,91372,0.976487050673273,87186,0.207750712099114,192754,0.198224584648977,192754
"1.2","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.999,0.97242552820166,91679,0.976376962392947,87457,0.208873515102621,192754,0.199262051704118,192754
"1.3","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.995,0.972066924066924,97125,0.975910775848094,92531,0.224934182130993,192754,0.21442957668322,192754
"1.4","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.99,0.971791732153953,109436,0.975450459103308,104116,0.269564736017517,192754,0.257031922736611,192754
"1.5","Markov(Max-Max)",15,1,"max",0.99,"fixed","fixed",3.125,1750,3,"1,2","max_size",8,0.95,0.954062802336276,167446,0.95875052929872,153505,0.515675907927021,192754,0.476137793493636,192754
