"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.99431041988801,133226,0.994521938763913,131981,0.116253426179818,293618,0.11507537737431,293618
"1.1","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.99431041988801,133226,0.994521938763913,131981,0.116253426179818,293618,0.11507537737431,293618
"1.2","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.994244766263975,133270,0.994507908611599,132008,0.116287109950102,293618,0.115104523760313,293618
"1.3","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.993970156373448,134166,0.994284337276814,132793,0.118607733913895,293618,0.117260774125467,293618
"1.4","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.993666302066397,135308,0.993993724787091,133860,0.122407161329877,293618,0.120948598114217,293618
"1.5","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.985838471713137,151961,0.98647619176032,148331,0.181578640346032,293618,0.176412056501198,293618
"11","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.994398103774318,154412,0.994619578718898,152962,0.120244070229942,294827,0.118958001169608,294827
"1.11","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.994398103774318,154412,0.994619578718898,152962,0.120244070229942,294827,0.118958001169608,294827
"1.21","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.994341613740685,154461,0.994614167875864,152994,0.12027990951949,294827,0.118988931815883,294827
"1.31","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.994078041118993,155354,0.994446178658759,153768,0.122592022716955,294827,0.121143652548873,294827
"1.41","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.993760588141282,156425,0.994164895026268,154753,0.126360484055647,294827,0.124802299458357,294827
"1.51","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.986136202053637,171598,0.986858603107125,167486,0.184808744411426,294827,0.179545661831015,294827
"12","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.993201070813011,136345,0.993406511903879,134830,0.126844114004897,293618,0.125255248968304,293618
"1.12","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.993201070813011,136345,0.993406511903879,134830,0.126844114004897,293618,0.125255248968304,293618
"1.22","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.993137276466577,136389,0.993393197440328,134861,0.126877797775181,293618,0.125285520859388,293618
"1.32","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.99222562296076,138532,0.992584249941493,136736,0.1336021624664,293618,0.131629501445793,293618
"1.42","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.99,0.990914738313403,141658,0.991349778548598,139534,0.143748047773294,293618,0.141268769648901,293618
"1.52","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.95,0.975344740874162,170998,0.976356892795065,163388,0.247607157290781,293618,0.23563923401082,293618
"13","Markov(quantile)",10,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9999,0.993396652522695,157193,0.993618896300632,155459,0.130779539766396,294827,0.129125241881202,294827
