"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.998644612629655,2207487,0.998999619919143,2202163,0.569755276947001,2441810,0.568561957914185,2441810
"1.1","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.998481764347753,2228903,0.998867663260959,2222837,0.585381261985741,2441810,0.584001365232726,2441810
"1.2","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.998380758233376,2241790,0.998788515954413,2235275,0.594928288513693,2441810,0.593433433910397,2441810
"1.3","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.998207576588777,2263974,0.998640913596758,2256663,0.612742618172225,2441810,0.611035444365196,2441810
"1.4","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.997738505772087,2302460,0.998250770820886,2293010,0.648980796217057,2441810,0.646696168402881,2441810
"1.5","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.997358970170758,2320307,0.997937329103191,2309142,0.668231504880501,2441810,0.665462227168878,2441810
"1.6","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.996553407228784,2339702,0.997265296361356,2324932,0.693429585416063,2441810,0.689657269092177,2441810
"1.7","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.993565887116097,2366449,0.994849189661432,2338467,0.737973799627203,2441810,0.730443716156967,2441810
"1.8","Multinomial",30,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.990917671197311,2376483,0.992768311683199,2336937,0.757604198335758,2441810,0.746796420183992,2441810
"11","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.998691272021081,2207487,0.999030575248021,2202337,0.56074119864488,2442131,0.559608800020834,2442131
"1.11","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.998532910584265,2228903,0.99890104897417,2223029,0.576132581725258,2442131,0.574820333564008,2442131
"1.21","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.998436517247378,2241790,0.998825759744629,2235488,0.585513374693175,2442131,0.584094426015693,2442131
"1.31","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.998266764547649,2263974,0.998680486846297,2256893,0.603081963017713,2442131,0.601458937305135,2442131
"1.41","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.997814077117518,2302460,0.998304637609748,2293315,0.638712205823246,2442131,0.636544592908552,2442131
"1.51","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.997454647165224,2320307,0.998008696958662,2309543,0.65763873357307,2442131,0.655023225775419,2442131
"1.61","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.996693596022058,2339702,0.99737522537844,2325533,0.68245838765012,2442131,0.678914244812359,2442131
"1.71","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.993827460469252,2366449,0.995049149469268,2339598,0.726457448328453,2442131,0.719359299314491,2442131
"1.81","Multinomial",30,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.99129427814127,2376483,0.993042640871556,2338531,0.745869721654649,2442131,0.73565910785225,2442131
