"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.999454649003941,1323918,0.999467729996968,1322637,0.0992464674100677,2982765,0.0991441377957529,2982765
"1.1","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.999454649003941,1323918,0.999467729996968,1322637,0.0992464674100677,2982765,0.0991441377957529,2982765
"1.2","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.999448737495592,1324233,0.999465568474134,1322901,0.0992742992262093,2982765,0.0991652781472619,2982765
"1.3","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.999411562422166,1328943,0.999432770925329,1327506,0.101159205662622,2982765,0.101033462253797,2982765
"1.4","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.999348188240836,1333207,0.999369180407645,1331601,0.102778956992881,2982765,0.102624753621752,2982765
"1.5","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.997170769087568,1385889,0.997413763710135,1378451,0.126834498741117,2982765,0.125587510045328,2982765
"11","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.999464516578189,1536929,0.999478323052846,1535433,0.102408964499269,2986917,0.102295738063258,2986917
"1.11","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.999464516578189,1536929,0.999478323052846,1535433,0.102408964499269,2986917,0.102295738063258,2986917
"1.21","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.999460083940685,1537276,0.99947712401277,1535737,0.102438090899131,2986917,0.1023182128119,2986917
"1.31","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.999427914651612,1541728,0.999448731367899,1540084,0.104327840027162,2986917,0.104190957417497,2986917
"1.41","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.999370999993529,1545310,0.999390990152829,1543489,0.10594254462908,2986917,0.105777933983739,2986917
"1.51","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.997305478211637,1591377,0.997533482735011,1583204,0.129825379485547,2986917,0.128554396876612,2986917
"12","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.999433468311517,1327375,0.99944722299311,1326032,0.100571266684896,2982765,0.100460861665129,2982765
"1.12","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.999433468311517,1327375,0.99944722299311,1326032,0.100571266684896,2982765,0.100460861665129,2982765
"1.22","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.999427577220586,1327690,0.999445071921996,1326298,0.100599098501038,2982765,0.100482716552715,2982765
"1.32","Markov(quantile)",1,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.999334503130605,1335844,0.999356924269213,1334213,0.103717978018648,2982765,0.103563673951745,2982765
