"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.990572302884302,76795,0.9931897224316,75621,0.53759870538464,89417,0.530402370277257,89417
"1.1","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.990055363232072,77127,0.992804617695896,75882,0.543222364469386,89417,0.535580063794575,89417
"1.2","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.989808060427337,77316,0.992634970737161,76035,0.546187839264629,89417,0.538292538448589,89417
"1.3","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.989341409975512,77590,0.992287513116474,76240,0.550893797265198,89417,0.542547642827569,89417
"1.4","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.988219777968424,78097,0.99143424213935,76584,0.560379079695795,89417,0.550932698116333,89417
"1.5","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.987687243218414,78374,0.990946748645269,76768,0.565914589213179,89417,0.555807157960774,89417
"1.6","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.986660411092654,78863,0.99023371637571,77102,0.574660021128292,89417,0.563462591621502,89417
"1.7","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.981013358239219,81373,0.985642470866022,78774,0.637251727019129,89417,0.619912166596679,89417
"1.8","Multinomial",600,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.975971363960674,82693,0.981671267758323,79329,0.668294221155263,89417,0.645056721874979,89417
"11","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.990819714825184,76795,0.993324697298155,75652,0.528228659096971,89484,0.521318064635881,89484
"1.11","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.990301710166349,77127,0.992965631709984,75913,0.533750016520595,89484,0.526420906644687,89484
"1.21","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.990066739096694,77316,0.992809065572908,76068,0.536679049722415,89484,0.529119136270895,89484
"1.31","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.98962495166903,77590,0.992461389202087,76274,0.541330074561108,89484,0.533315512470414,89484
"1.41","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.988539892697543,78097,0.991634474838171,76624,0.550709240028742,89484,0.541662930344167,89484
"1.51","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.988018985888177,78374,0.991160005207655,76810,0.556169719592475,89484,0.546491136502576,89484
"1.61","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.98704081762043,78863,0.99047310434219,77150,0.564802287881,89484,0.554082485278379,89484
"1.71","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.981566367222543,81373,0.986023919136577,78849,0.626482488629307,89484,0.609909900832496,89484
"1.81","Multinomial",600,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.976612288827349,82693,0.982081470754895,79415,0.656944521226915,89484,0.634646609514113,89484
