"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"12","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.927441235083675,41649,0.937761674718196,37260,0.271526283243761,70884,0.245256442172803,70884
"1.12","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.922826433483627,43914,0.933881748071979,38900,0.297082063265415,70884,0.266129772894086,70884
"1.22","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.919355553585675,45124,0.931344410876133,39720,0.310485022638855,70884,0.276997419524574,70884
"1.32","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.995,0.908718429581915,49057,0.921836140126483,42219,0.353414818529077,70884,0.309528770017734,70884
"1.42","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.99,0.901653730644721,51278,0.915642972164711,43470,0.379150815194117,70884,0.327964043387611,70884
"1.52","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.95,0.874804221995233,58740,0.892239637608728,47021,0.467999731933697,70884,0.386406911255926,70884
"13","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9999,0.926504838051334,41649,0.936741884295742,37181,0.26753080584323,71480,0.240906844115902,71480
"1.13","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.9995,0.92152844195473,43914,0.932614972159208,38792,0.292628653836097,71480,0.261176157157074,71480
"1.23","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.999,0.91798156191827,45124,0.929974747474748,39600,0.305887356304185,71480,0.271842450343779,71480
"1.33","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.995,0.906781906761522,49057,0.919823998097277,42045,0.347966568769104,71480,0.303175579504545,71480
"1.43","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.99,0.899391551932603,51278,0.913213303441422,43267,0.373221434996961,71480,0.320945428195266,71480
"1.53","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",10,0.95,0.871314266258087,58740,0.888603256212511,46680,0.460193216419447,71480,0.37669667422873,71480
"14","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.905745099647339,48772,0.921341871356208,41852,0.327050805629688,71052,0.284182956025306,71052
"1.14","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.898225736653684,50838,0.915273184591737,42938,0.352385651166441,71052,0.302332844277736,71052
"1.24","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.893494885674109,51913,0.910933972261899,43406,0.365641847597059,71052,0.310847371626611,71052
"1.34","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.879047601790277,55187,0.89829447660773,44737,0.406540588776912,71052,0.336901173988654,71052
"1.44","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.870553394315354,57066,0.890638073010701,45418,0.430125182047059,71052,0.351162751109498,71052
"1.54","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.836943000223278,62702,0.860633328310335,46453,0.502057483109139,71052,0.387404111911854,71052
"15","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.907590420733208,48772,0.922902926260149,41999,0.319153490607497,71673,0.278380642817274,71673
"1.15","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.900409142767221,50838,0.917151803316711,43115,0.344087747820431,71673,0.29652775856643,71673
"1.25","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.895825708396741,51913,0.91302752293578,43600,0.357094501871774,71673,0.305085930346612,71673
"1.35","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.881983075724355,55187,0.901053473796506,44994,0.397477723994305,71673,0.331449427282904,71673
"1.45","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.87379525461746,57066,0.893417339371267,45711,0.42072105882629,71673,0.345669218673728,71673
"1.55","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.841344773691429,62702,0.863957333333333,46875,0.492190945913338,71673,0.382755169571078,71673
"16","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.904555777704447,51517,0.919538661025046,43959,0.338785194977817,71057,0.292551285327931,71057
"1.16","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.896728456257833,53461,0.91304541605384,44874,0.363810705402129,71057,0.310089718466696,71057
"1.26","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.892140314827725,54506,0.90946011565797,45306,0.377180671601352,71057,0.319061538405358,71057
"1.36","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.878180523472915,57577,0.897719449225473,46480,0.417611887185857,71057,0.345471013028758,71057
"1.46","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.869846838944741,59284,0.890221343369267,47031,0.440610641663484,71057,0.359580513843223,71057
"1.56","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.839426177162349,64201,0.863498313888947,47743,0.50950658987862,71057,0.395619207003865,71057
"17","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.901469417862065,51517,0.91704974271012,43725,0.335902896465513,71687,0.288536878443343,71687
"1.17","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.893623389012551,53461,0.910584227864554,44623,0.36056562419797,71687,0.305539403565161,71687
"1.27","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.888837926099879,54506,0.906915306915307,45045,0.373596301918385,71687,0.314187578685893,71687
"1.37","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.87413376869236,57577,0.8943933743821,46124,0.412759485746686,71687,0.338728493930251,71687
"1.47","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.865444302003913,59284,0.886749158285261,46631,0.434982871226033,71687,0.351871780201682,71687
"1.57","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.832946527312659,64201,0.857643312101911,47100,0.500621755033722,71687,0.383264684654811,71687
