"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.931694861155442,37596,0.940788699234844,33980,0.250719312559698,70709,0.228319214476395,70709
"1.1","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.926893540129499,39846,0.936942496493689,35650,0.274529936785329,70709,0.24805434699382,70709
"1.2","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.923610097767401,41118,0.934135667396061,36560,0.287512197790533,70709,0.258504949242999,70709
"1.3","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.912295805739514,45300,0.924032938545214,39346,0.330466600018959,70709,0.290988727068368,70709
"1.4","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.906002383391524,47831,0.918749542783291,41009,0.357769418108244,70709,0.311778425946367,70709
"1.5","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.875599786742492,56270,0.891632373113855,45198,0.452432529129498,70709,0.373170589749442,70709
"11","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.932200234067454,37596,0.941320005879759,34015,0.245719285255134,71305,0.22405211802198,71305
"1.11","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.927571148923355,39846,0.937620794935716,35701,0.269056359069065,71305,0.243511750369866,71305
"1.21","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.924339705238582,41118,0.934835449952205,36615,0.281771142176766,71305,0.253776916149203,71305
"1.31","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.913421633554084,45300,0.925136944613512,39432,0.324018955066029,71305,0.286053065378207,71305
"1.41","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.907214986096883,47831,0.919880294883336,41101,0.350772038501552,71305,0.306431575648208,71305
"1.51","Multinomial",1200,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.877750133285943,56270,0.893449666203979,45387,0.444052057244123,71305,0.367652851999588,71305
"12","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9999,0.927441235083675,41649,0.937761674718196,37260,0.27153356456299,70884,0.245263723492032,70884
"1.12","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.9995,0.922826433483627,43914,0.933881748071979,38900,0.29706609565018,70884,0.266116535773563,70884
"1.22","Multinomial",1200,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",10,0.999,0.919355553585675,45124,0.931344410876133,39720,0.310485022638855,70884,0.276997419524574,70884
