"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(1)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.999,0.95024805791437,185239,0.952690117292804,168041,0.569160571350484,192754,0.523268122127586,192754
"1.1","NN(1)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.997,0.967417218543046,177425,0.968698022685377,166539,0.457013993799422,192754,0.43356962120385,192754
"1.2","NN(1)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.99,0.984568792478079,141985,0.985043354696517,137932,0.24995325289354,192754,0.244709736894338,192754
"1.3","NN(1)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.97,0.990236528543482,112460,0.990369312016205,110584,0.152271180277374,192754,0.150420001929334,192754
"1.4","NN(1)",15,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.95,0.990519957746097,110759,0.990647864595749,109066,0.1466984892102,192754,0.145064588179707,192754
