"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9999,0.986266187924468,238681,0.986568834186857,232370,0.310107393408511,297000,0.303517630099152,297000
"1.1","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9997,0.983469223725303,250079,0.98396722408303,242129,0.349113295069039,297000,0.340147804356075,297000
"1.2","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9995,0.98204513023161,255084,0.982626595641017,246296,0.369103513850519,297000,0.358711038713544,297000
"1.3","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.999,0.979921771144202,261029,0.980700118731722,250986,0.398224097928199,297000,0.385569969308703,297000
"1.4","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.997,0.975424980838372,270071,0.97656395674063,257424,0.449615268165132,297000,0.432012279713066,297000
"1.5","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.995,0.972701039072186,273417,0.974148904163484,259254,0.476008686033704,297000,0.45538121251052,297000
"1.6","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.99,0.96754170438381,278388,0.969600281578061,261384,0.514095078439471,297000,0.487963545395732,297000
"1.7","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.97,0.954485103513196,284698,0.957858214769583,260549,0.580057470829884,297000,0.538681830887416,297000
"1.8","LM(Avg.Max12)",10,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.95,0.945573590172893,287287,0.94965716697188,258289,0.613437513770107,297000,0.560525462847009,297000
