"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.9999,0.927940671707769,288429,0.937715491499781,251170,0.662541660601961,290689,0.587795752882354,290689
"1.1","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.9995,0.958396045395211,280382,0.964534576570532,259323,0.552574029951569,290689,0.517290289045151,290689
"1.2","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.999,0.965388013440704,276176,0.970399527195893,258881,0.51068369682673,290689,0.483156132266896,290689
"1.3","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.995,0.974918670518916,263742,0.978467749305636,251669,0.424997383708112,290689,0.407725017194843,290689
"1.4","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.99,0.977289020494039,256660,0.980505649947159,246020,0.393092607190065,290689,0.378693419996537,290689
"1.5","VAR1",10,1,"max",0.99,"offline",1,3.125,1750,3,"1,2",0.95,0.981974532135533,239439,0.984399766773922,231535,0.329571553458413,290689,0.319909015920212,290689
