"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(2)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.95,0.933821508937921,134651,0.938464527355199,118387,0.56033736622493,139522,0.502679835620454,139522
"1.1","NN(2)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.97,0.952201991072387,130382,0.955399554415907,118945,0.467761108688273,139522,0.433884036108439,139522
"1.2","NN(2)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.99,0.973430125734049,111028,0.97493349993847,105639,0.283801034402415,139522,0.272914059313622,139522
"1.3","NN(2)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.997,0.979050540203105,101721,0.980053517444236,97912,0.225787572117503,139522,0.219214707480879,139522
"1.4","NN(2)",20,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.999,0.979238481690862,101534,0.980238932984208,97768,0.224671079705302,139522,0.218193843246067,139522
