"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.986702280429663,69636,0.987253578972072,68176,0.144055877225194,145331,0.140869654010565,145331
"1.1","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.986702280429663,69636,0.987253578972072,68176,0.144055877225194,145331,0.140869654010565,145331
"1.2","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.986663221212513,69657,0.987227240732051,68192,0.144098788148914,145331,0.140897322890083,145331
"1.3","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.985773427608086,70291,0.986437520918523,68719,0.147602306423245,145331,0.144095827566504,145331
"1.4","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.985138333239421,70988,0.985974430752359,69302,0.151812245785748,145331,0.147987035074532,145331
"1.5","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.971785740966706,80314,0.973315230162667,76598,0.216683993492521,145331,0.205900403880466,145331
"11","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.987039170506912,79856,0.987659846547315,78200,0.148344218895536,146172,0.145002466415042,146172
"1.11","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.987039170506912,79856,0.987659846547315,78200,0.148344218895536,146172,0.145002466415042,146172
"1.21","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.986992989484226,79880,0.987636958717414,78217,0.148383523760101,146172,0.145025341409791,146172
"1.31","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.986113871224165,80512,0.986890410436859,78721,0.151839429111742,146172,0.148162490158444,146172
"1.41","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.985515457568666,81190,0.98647625775849,79268,0.156029330498344,146172,0.152006039110295,146172
"1.51","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.972608084907133,89698,0.974303543049453,85576,0.219971496057583,146172,0.209151558021456,146172
"12","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.980715845079913,74206,0.981673428555549,71972,0.174972948986514,145331,0.169292825989676,145331
"1.12","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.980715845079913,74206,0.981673428555549,71972,0.174972948986514,145331,0.169292825989676,145331
"1.22","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.980680884314333,74227,0.981649719397677,71988,0.175015859910235,145331,0.169319093215702,145331
"1.32","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.978577288485458,75574,0.979824405210317,73009,0.183085960364814,145331,0.17641602893166,145331
"1.42","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.99,0.976529604408172,76948,0.977903537324923,74039,0.191958261519515,145331,0.184298095406283,145331
"1.52","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.95,0.958078233185654,89834,0.960340249660591,83233,0.280258846273729,145331,0.259889448762503,145331
"13","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9999,0.981395791452056,84067,0.982461949789666,81537,0.17893036389132,146172,0.17316881009544,146172
"1.13","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9995,0.981395791452056,84067,0.982461949789666,81537,0.17893036389132,146172,0.17316881009544,146172
"1.23","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.999,0.981353533671856,84091,0.98244108198249,81554,0.178969668755885,146172,0.173190420494474,146172
"1.33","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.995,0.979338068115229,85326,0.980690391286418,82446,0.1869079109071,146172,0.180170727443572,146172
"1.43","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.99,0.977354612222274,86596,0.978856676586349,83336,0.195617669832538,146172,0.187873991126891,146172
"1.53","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.95,0.958594998422376,98249,0.960831493017788,91017,0.282280365379626,146172,0.261648262433611,146172
"14","Markov(quantile)",20,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9999,0.956529558630612,94524,0.958171808693657,87190,0.304453777237044,145331,0.282005374757992,145331
