"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.9999,0.974817094231796,127388,0.981891446964299,122097,0.171767870946673,293618,0.164254613021128,293618
"1.1","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.9995,0.974817094231796,127388,0.981891446964299,122097,0.171767870946673,293618,0.164254613021128,293618
"1.2","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.999,0.975034051510649,129216,0.982023941172197,123887,0.174752612727829,293618,0.167184723636013,293618
"1.3","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.995,0.975975147610322,152259,0.982132588515567,146076,0.216478287213405,293618,0.207601649301702,293618
"1.4","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.99,0.975264773313616,187991,0.98088205880392,179988,0.291005214829631,293618,0.279041171662835,293618
"1.5","Markov(Max-Max)",10,1,"max",0.99,"offline","fixed",3.125,1750,3,"1,2","max_size",8,0.95,0.957387064691498,267454,0.964421119927491,247141,0.554127846560967,293618,0.516170339069967,293618
