"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9999,0.951048023348368,30152,0.953190273860106,28007,0.195925155518058,56762,0.182648178228598,56762
"1.1","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.9995,0.951048023348368,30152,0.953190273860106,28007,0.195925155518058,56762,0.182648178228598,56762
"1.2","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.999,0.951006066231312,30167,0.953172960239846,28018,0.19603240551431,56762,0.182728707210978,56762
"1.3","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.995,0.948717112770189,30673,0.951216934944172,28391,0.202640792316503,56762,0.188400316878688,56762
"1.4","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.99,0.946734346387381,31127,0.94945798041061,28689,0.208792401501463,56762,0.193495145898533,56762
"1.5","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",8,0.95,0.922549710901142,35455,0.927318777852586,31191,0.272343031029266,56762,0.242391942292967,56762
"11","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9999,0.952407680945347,33850,0.954920250867531,31411,0.199724355531063,57356,0.185748974369368,57356
"1.11","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.9995,0.952407680945347,33850,0.954920250867531,31411,0.199724355531063,57356,0.185748974369368,57356
"1.21","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.999,0.952341581527195,33866,0.954870946182489,31421,0.199816807090629,57356,0.185790616978844,57356
"1.31","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.995,0.95020964360587,34344,0.953114175955665,31758,0.206407078083649,57356,0.19149929324924,57356
"1.41","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.99,0.948093007214095,34793,0.951237786033153,32033,0.212450428474727,57356,0.196358987538253,57356
"1.51","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",8,0.95,0.924371703381942,38676,0.928890718738972,34004,0.274505391284307,57356,0.243877809607077,57356
"12","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9999,0.932489201822377,33802,0.935487064413939,30304,0.250277735948854,56762,0.226691691298685,56762
"1.12","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.9995,0.932489201822377,33802,0.935487064413939,30304,0.250277735948854,56762,0.226691691298685,56762
"1.22","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.999,0.932460005322767,33817,0.935475357920433,30314,0.250384985945106,56762,0.22675300502915,56762
"1.32","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.995,0.929817938964546,34439,0.933203061390653,30705,0.258531601375876,56762,0.233105017307071,56762
"1.42","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.99,0.926920549667171,35003,0.930437864484325,31037,0.266584427679233,56762,0.239489405550935,56762
"1.52","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",10,0.95,0.904054709229631,39189,0.909263672287412,33151,0.328370307980776,56762,0.283572606037889,56762
"13","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9999,0.934315232931402,37071,0.937165050882158,33214,0.252805493628634,57356,0.228716697207893,57356
"1.13","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.9995,0.934315232931402,37071,0.937165050882158,33214,0.252805493628634,57356,0.228716697207893,57356
"1.23","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.999,0.934262679645159,37087,0.937123765952324,33224,0.2528979451882,57356,0.228771224234666,57356
"1.33","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.995,0.931649804827531,37659,0.934700324859178,33553,0.260877789504617,57356,0.234822326660764,57356
"1.43","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.99,0.928670523257336,38203,0.931857805620401,33841,0.26886329502306,57356,0.241056989579104,57356
"1.53","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",10,0.95,0.905196227852924,41992,0.909976012417102,35435,0.328682065686389,57356,0.283149689136499,57356
"14","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9999,0.891775503000353,42495,0.896981477246741,34984,0.368996604562226,56762,0.310589526574855,56762
"1.14","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.9995,0.891775503000353,42495,0.896981477246741,34984,0.368996604562226,56762,0.310589526574855,56762
"1.24","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.999,0.89176664314279,42510,0.896953763502315,34994,0.369103854558477,56762,0.310658009433134,56762
"1.34","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.995,0.89175536289091,42561,0.896942533329527,35029,0.369386698604666,56762,0.310955118043991,56762
"1.44","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.99,0.887341159106109,43361,0.89302983175456,35365,0.380077482608856,56762,0.317317502022513,56762
"1.54","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",16,0.95,0.865200764818356,46024,0.872337455682421,35821,0.419075004861103,56762,0.33584972787977,56762
"15","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.9999,0.891257330152289,44849,0.896262063341036,36785,0.367382471949528,57356,0.308154824972253,57356
"1.15","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.9995,0.891257330152289,44849,0.896262063341036,36785,0.367382471949528,57356,0.308154824972253,57356
"1.25","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.999,0.891229243285412,44865,0.896233081480676,36794,0.367474923509094,57356,0.308211873993655,57356
"1.35","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.995,0.891218697829716,44925,0.8962428059507,36836,0.367784980144136,57356,0.308554828740861,57356
"1.45","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.99,0.886720546685065,45657,0.892349594153655,37083,0.378323273789931,57356,0.314675718028182,57356
"1.55","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",16,0.95,0.863829521309836,48006,0.870142103563355,37156,0.415550240232149,57356,0.330855120254421,57356
"16","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.9999,0.870948538166424,45354,0.878488729794731,35758,0.412119490958029,56762,0.333682587445659,56762
"1.16","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.9995,0.870948538166424,45354,0.878488729794731,35758,0.412119490958029,56762,0.333682587445659,56762
"1.26","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.999,0.870947122484516,45369,0.878432030419952,35766,0.412226740954281,56762,0.333721696331418,56762
"1.36","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.995,0.870959929546455,45420,0.878320623481103,35799,0.41250958500047,56762,0.333940423612971,56762
"1.46","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.99,0.867524157743536,45948,0.875438011012848,35958,0.419175271119703,56762,0.337697962730941,56762
"1.56","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",3.125,2000,3,"1,2","max_size",20,0.95,0.845111810432862,47983,0.855438851332477,35798,0.449357721713241,56762,0.347182748556705,56762
"17","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.9999,0.869071729957806,47400,0.876111440426793,37114,0.408431408359243,57356,0.32847520822902,57356
"1.17","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.9995,0.869071729957806,47400,0.876111440426793,37114,0.408431408359243,57356,0.32847520822902,57356
"1.27","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.999,0.869052640458917,47416,0.876057324497603,37122,0.408523859918809,57356,0.32851432414092,57356
"1.37","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.995,0.869070688347797,47476,0.875948549593671,37162,0.408833916553851,57356,0.328755247188672,57356
"1.47","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.99,0.865578622644656,47976,0.872884311043159,37281,0.415364323347426,57356,0.332322429229611,57356
"1.57","Markov(quantile)",50,1,"max",0.99,"fixed","quantile",2.08333333333333,2000,3,"1,2","max_size",20,0.95,0.8419075550913,49781,0.851340329508999,36782,0.443598342839601,57356,0.33918661658417,57356
