"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9999,0.996221060206109,1093693,0.996554759048805,1089619,0.128763843748044,2982765,0.12804703851879,2982765
"1.1","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9995,0.996221060206109,1093693,0.996554759048805,1089619,0.128763843748044,2982765,0.12804703851879,2982765
"1.2","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.999,0.997109811215706,1691931,0.997383671478285,1687097,0.211627012498058,2982765,0.210770837085106,2982765
"1.3","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.995,0.995723257885432,2645004,0.996145408320177,2633742,0.479983754696533,2982765,0.477721605656995,2982765
"1.4","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.99,0.993365589572437,2786231,0.99392550698153,2767803,0.571586558950668,2982765,0.56773696948086,2982765
"1.5","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.95,0.978689341598624,2929520,0.979499568918614,2867208,0.753365566795838,2982765,0.739241897856957,2982765
"11","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.996221060206109,1093693,0.996630665091425,1085971,0.128763843748044,2982765,0.127501573184184,2982765
"1.11","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.996221060206109,1093693,0.996630665091425,1085971,0.128763843748044,2982765,0.127501573184184,2982765
"1.21","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.997109811215706,1691931,0.997439350216547,1682776,0.211627012498058,2982765,0.210181827094915,2982765
"1.31","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.995723257885432,2645004,0.996225510411767,2623666,0.479983754696533,2982765,0.476079831730701,2982765
"1.41","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.993365589572437,2786231,0.994145926902783,2751076,0.571586558950668,2982765,0.564619928441937,2982765
"1.51","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.978689341598624,2929520,0.980910821627946,2808607,0.753365566795838,2982765,0.725576789428859,2982765
"12","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9999,0.996221060206109,1093693,0.996694578295444,1082464,0.128763843748044,2982765,0.126980425617485,2982765
"1.12","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9995,0.996221060206109,1093693,0.996694578295444,1082464,0.128763843748044,2982765,0.126980425617485,2982765
"1.22","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.999,0.997109811215706,1691931,0.99747824517319,1678593,0.211627012498058,2982765,0.20961801125991,2982765
"1.32","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.995,0.995723257885432,2645004,0.996248832661975,2613853,0.479983754696533,2982765,0.474502792090402,2982765
"1.42","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.99,0.993365589572437,2786231,0.994188085062508,2735071,0.571586558950668,2982765,0.561595619213028,2982765
"1.52","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.95,0.978689341598624,2929520,0.981280650865411,2755224,0.753365566795838,2982765,0.71237332585206,2982765
"13","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9999,0.996221060206109,1093693,0.996286574044433,1093330,0.128763843748044,2982765,0.128713378162119,2982765
"1.13","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9995,0.996221060206109,1093693,0.996286574044433,1093330,0.128763843748044,2982765,0.128713378162119,2982765
"1.23","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.999,0.997109811215706,1691931,0.997155137247483,1691470,0.211627012498058,2982765,0.211560069627786,2982765
"1.33","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.995,0.995723257885432,2645004,0.99577057146834,2643856,0.479983754696533,2982765,0.4797909422939,2982765
"1.43","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.99,0.993365589572437,2786231,0.993426997039401,2784572,0.571586558950668,2982765,0.571285875268508,2982765
"1.53","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.95,0.978689341598624,2929520,0.978819407181278,2925886,0.753365566795838,2982765,0.75258805497377,2982765
"14","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9999,0.996221060206109,1093693,0.996310206172834,1093015,0.128763843748044,2982765,0.128669779595379,2982765
"1.14","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9995,0.996221060206109,1093693,0.996310206172834,1093015,0.128763843748044,2982765,0.128669779595379,2982765
"1.24","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.999,0.997109811215706,1691931,0.997170410476755,1691058,0.211627012498058,2982765,0.211503241317441,2982765
"1.34","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.995,0.995723257885432,2645004,0.995798281170064,2642728,0.479983754696533,2982765,0.479607318763852,2982765
"1.44","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.99,0.993365589572437,2786231,0.993483588589991,2782820,0.571586558950668,2982765,0.57097188363674,2982765
"1.54","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.95,0.978689341598624,2929520,0.979233536427941,2920478,0.753365566795838,2982765,0.751580513299612,2982765
"15","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9999,0.996221060206109,1093693,0.996322920432135,1092715,0.128763843748044,2982765,0.128627911562208,2982765
"1.15","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9995,0.996221060206109,1093693,0.996322920432135,1092715,0.128763843748044,2982765,0.128627911562208,2982765
"1.25","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.999,0.997109811215706,1691931,0.997179201446066,1690656,0.211627012498058,2982765,0.211448844865073,2982765
"1.35","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.995,0.995723257885432,2645004,0.995806453322472,2641678,0.479983754696533,2982765,0.479436103768292,2982765
"1.45","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.99,0.993365589572437,2786231,0.993491187233623,2781306,0.571586558950668,2982765,0.570684867236424,2982765
"1.55","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.95,0.978689341598624,2929520,0.979387389315061,2916273,0.753365566795838,2982765,0.750653810412294,2982765
"16","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9999,0.996221060206109,1093693,0.996339216158347,1092389,0.128763843748044,2982765,0.128582429335201,2982765
"1.16","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9995,0.996221060206109,1093693,0.996339216158347,1092389,0.128763843748044,2982765,0.128582429335201,2982765
"1.26","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.999,0.997109811215706,1691931,0.997188564937524,1690240,0.211627012498058,2982765,0.21139144185278,2982765
"1.36","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.995,0.995723257885432,2645004,0.995817229002262,2640594,0.479983754696533,2982765,0.479259476118255,2982765
"1.46","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.99,0.993365589572437,2786231,0.993508958055198,2779677,0.571586558950668,2982765,0.570376746872665,2982765
"1.56","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.95,0.978689341598624,2929520,0.979441674906614,2912640,0.753365566795838,2982765,0.74979629849467,2982765
"17","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9999,0.996221060206109,1093693,0.996359204409245,1092069,0.128763843748044,2982765,0.128534939994168,2982765
"1.17","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.9995,0.996221060206109,1093693,0.996359204409245,1092069,0.128763843748044,2982765,0.128534939994168,2982765
"1.27","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.999,0.997109811215706,1691931,0.997205594728386,1689805,0.211627012498058,2982765,0.211331624029648,2982765
"1.37","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.995,0.995723257885432,2645004,0.995826100266035,2639498,0.479983754696533,2982765,0.479079583520962,2982765
"1.47","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.99,0.993365589572437,2786231,0.993518568512899,2778090,0.571586558950668,2982765,0.570075057502575,2982765
"1.57","Markov",1,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,5","max_size",8,0.95,0.978689341598624,2929520,0.979466304030976,2909072,0.753365566795838,2982765,0.748931781638282,2982765
