"","name","window_size","extrap_step","response","target","train_policy","res_dist","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9999,0.983261449989731,68166,0.983826555313483,66096,0.186709029348062,117000,0.182009435447128,117000
"1.1","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9997,0.979871781561462,77056,0.980629344253462,74236,0.221766100227133,117000,0.214847673991903,117000
"1.2","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.9995,0.978244006944188,81219,0.979139939446811,77948,0.241049898083211,117000,0.232842044336223,117000
"1.3","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.999,0.974906923936973,86757,0.975884535883085,82727,0.270193484233432,117000,0.259504607004439,117000
"1.4","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.997,0.9680102299628,94624,0.969563507668109,89005,0.324274670219146,117000,0.307835517963593,117000
"1.5","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.995,0.963535607127549,97986,0.965310323682712,91324,0.35283162643204,117000,0.332499732687222,117000
"1.6","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.99,0.956222278668985,102358,0.958557102293876,94033,0.395509119994581,117000,0.368083397163575,117000
"1.7","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.97,0.941243000193098,108753,0.944750754897818,97033,0.474975920191705,117000,0.431204590373643,117000
"1.8","LM(Avg.Max12)",25,1,"max",0.99,"fixed","normal",0,2000,3,"1,2",0.95,0.930674349509318,111070,0.935042312172094,97017,0.516964673886252,117000,0.460636312456318,117000
