"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(1)",40,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.964721818290472,50201,0.967514154244153,47159,0.255961370193193,71478,0.241345400445523,71478
"1.1","VAR(1)",40,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.954456802488008,56913,0.958834862560327,52423,0.314436967707574,71478,0.291988451803921,71478
"1.2","VAR(1)",40,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.93680665921858,63551,0.943344528902245,56570,0.396291173879955,71478,0.358177715582959,71478
"1.3","VAR(1)",40,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.911823384642269,68669,0.921054440472917,58192,0.489536959412679,71478,0.425062691483037,71478
"1.4","VAR(1)",40,1,"max",0.99,"fixed",1,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.893954410307235,70630,0.905103295409285,57747,0.539548088520891,71478,0.454438799367005,71478
