"","name","window_size","extrap_step","response","target","train_policy","model","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ETS",20,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.999,0.973985672029682,116974,0.975689486398865,111351,0.331395933231856,145331,0.318067933232253,145331
"1.1","ETS",20,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.997,0.967469085178574,124374,0.969799863154294,116920,0.383406106497678,145331,0.364234309547147,145331
"1.2","ETS",20,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.99,0.957850066449197,132432,0.961293647936643,122228,0.45238081162826,145331,0.423147419677813,145331
"1.3","ETS",20,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.97,0.943779989973501,139630,0.948480255285201,125350,0.52927020325771,145331,0.483332183260756,145331
"1.4","ETS",20,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.95,0.934112278272664,141559,0.939669554058389,124680,0.568560278847406,145331,0.510683993194466,145331
