"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.9999,0.931350304947857,288246,0.937169451244431,252043,0.678746200609942,290689,0.60378218068599,290689
"1.1","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.9995,0.961184393769506,280042,0.964194845936219,259795,0.570940717985498,290689,0.535552878771775,290689
"1.2","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.999,0.967677975931564,275880,0.97005251034967,259187,0.529878722838909,290689,0.502471924760799,290689
"1.3","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.995,0.976732415220627,264746,0.978030662241189,253080,0.446680190255934,290689,0.429592855369685,290689
"1.4","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.99,0.97920455993605,258951,0.980238504961482,248716,0.415687995719492,290689,0.401497306275998,290689
"1.5","VAR1",10,1,"max",0.99,"fixed",1,3.125,1750,3,"1,2",0.95,0.983525481462073,244256,0.984213529449058,236595,0.352765048009542,290689,0.343294125657458,290689
