"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(1)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.95,0.961099150299291,575026,0.965424498643969,532805,0.656513480319986,585584,0.61279033072412,585584
"1.1","NN(1)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.97,0.974548879916553,563708,0.977237939874155,536375,0.585732331935012,585584,0.560254671744926,585584
"1.2","NN(1)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.99,0.989308655159958,509384,0.989927356697857,498876,0.388567946286026,585584,0.381706718899378,585584
"1.3","NN(1)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.997,0.995022210201088,384508,0.995166025112513,380846,0.201832972608964,585584,0.200367531843987,585584
"1.4","NN(1)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",1,0,0.999,0.996556292203053,326102,0.996595458347609,323979,0.138846641256587,585584,0.138166653895484,585584
