"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.9999,0.925092581034411,288396,0.93492799589921,249708,0.668124203757618,290689,0.589174964731185,290689
"1.1","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.9995,0.956694023696733,280123,0.96297329119415,258192,0.561386554435372,290689,0.523283408599631,290689
"1.2","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.999,0.963742478068585,275860,0.969061686535724,257771,0.520112317826254,290689,0.490207073078327,290689
"1.3","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.995,0.973213473607616,263864,0.977207818331733,251051,0.436204300201006,290689,0.417218920444729,290689
"1.4","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.99,0.975635847784126,258002,0.979305981921628,246593,0.404911501671413,290689,0.388808858266005,290689
"1.5","VAR1",10,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.95,0.980430296467319,244715,0.983535502895904,236023,0.341799668973352,290689,0.330875859341326,290689
