"","name","window_size","extrap_step","response","target","train_policy","model","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","freq","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","ETS",10,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.999,0.979510632549882,259110,0.980896499965887,249169,0.408139455768584,293618,0.395001756178995,293618
"1.1","ETS",10,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.997,0.975296975739696,268793,0.977228587696652,256418,0.459855667415704,293618,0.442030507846883,293618
"1.2","ETS",10,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.99,0.967284860039865,276936,0.970173058520144,260201,0.524248817930571,293618,0.497639399560949,293618
"1.3","ETS",10,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.97,0.954558737065946,284037,0.958982139427694,260350,0.591029189954999,293618,0.549208770225556,293618
"1.4","ETS",10,1,"max",0.99,"fixed","ZZN","normal",3.125,2000,3,"1,2","max_size",NA,NA,0.95,0.94633592849911,286430,0.95167520785273,258356,0.625312873971443,293618,0.572717733614265,293618
