"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1.55","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",16,0.95,0.902559607293128,57040,0.915065913370998,47790,0.412144124948792,72115,0.353901628833709,72115
"16","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.9999,0.922007279865854,48902,0.931406334247603,42657,0.311239343070873,71478,0.27577602961285,71478
"1.16","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.9995,0.922007279865854,48902,0.931406334247603,42657,0.311239343070873,71478,0.27577602961285,71478
"1.26","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.999,0.922012630030042,48931,0.931398045968932,42681,0.311544708431703,71478,0.276076284750764,71478
"1.36","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.995,0.920968911082474,49664,0.930550091411909,43211,0.318316246354398,71478,0.281541471836441,71478
"1.46","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.99,0.919042166771952,50656,0.928670691422713,43895,0.329486506655289,71478,0.29060446774543,71478
"1.56","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",20,0.95,0.901845081200578,58805,0.912721049629207,49084,0.426005012087111,71478,0.364552839728666,71478
"17","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.9999,0.91853093942988,48902,0.928514150943396,42400,0.308435106163591,72115,0.271579198657892,72115
"1.17","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.9995,0.91853093942988,48902,0.928514150943396,42400,0.308435106163591,72115,0.271579198657892,72115
"1.27","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.999,0.918517912979502,48931,0.928504078072698,42422,0.308728937349825,72115,0.271865130049391,72115
"1.37","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.995,0.91760631443299,49664,0.927695136997463,42957,0.315511935168624,72115,0.277371969654692,72115
"1.47","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.99,0.915587492103601,50656,0.925770596997823,43635,0.326436496299799,72115,0.286180394414859,72115
"1.57","Markov",40,1,"max",0.99,"fixed","fixed",2.08333333333333,2000,3,"1,2","max_size",20,0.95,0.89803588130261,58805,0.909430323917369,48747,0.421222307127538,72115,0.358165939591691,72115
