"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9999,0.994867462922766,187042,0.996100428791025,185405,0.564834093201544,213351,0.560491031307781,213351
"1.1","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9997,0.994544360998302,187879,0.995835975026596,186118,0.571833936193921,213351,0.567134290042069,213351
"1.2","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.9995,0.994352141833431,188390,0.99567960462486,186557,0.575987452653882,213351,0.571080413297272,213351
"1.3","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.999,0.994022735800694,189217,0.995429181684688,187275,0.582614568573884,213351,0.577391729417181,213351
"1.4","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.997,0.993214553108164,190997,0.994765590645877,188751,0.597175236866015,213351,0.591061023554908,213351
"1.5","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.995,0.992660426205769,191973,0.994317132499987,189517,0.605592013252099,213351,0.598877880521841,213351
"1.6","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.99,0.991393979898722,194515,0.993251283978454,191592,0.632751916983431,213351,0.624548152931228,213351
"1.7","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.97,0.987351086194814,199780,0.990052934972918,195334,0.686459148224116,213351,0.673426964073956,213351
"1.8","Multinomial",300,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",8,0.95,0.983620040429664,201832,0.987276289206783,196012,0.707649447706334,213351,0.6902314261639,213351
"11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9999,0.994969044385753,187042,0.996154986922641,185435,0.555013154520521,213496,0.550824980877385,213496
"1.11","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9997,0.994666780214926,187879,0.995912030769892,186156,0.561906638304713,213496,0.557397076155854,213496
"1.21","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.9995,0.994484845267796,188390,0.99576632243474,186599,0.565986768101741,213496,0.561288416134012,213496
"1.31","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.999,0.994165429110492,189217,0.99552639586592,187321,0.572502887405631,213496,0.567507586219916,213496
"1.41","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.997,0.993392566375388,190997,0.994894338223611,188810,0.58683280014825,213496,0.581009551173164,213496
"1.51","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.995,0.992868788840097,191973,0.994466920200225,189587,0.595123463533,213496,0.588748532597636,213496
"1.61","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.99,0.99164588849189,194515,0.993426407061917,191676,0.621866592418378,213496,0.614060138392421,213496
"1.71","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.97,0.987691460606667,199780,0.990283860668822,195448,0.674639509060607,213496,0.662177061046577,213496
"1.81","Multinomial",300,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",8,0.95,0.984100638154505,201832,0.987607939890098,196174,0.695639683731571,213496,0.679006698356515,213496
