"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(2)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.95,0.965490984076192,2960096,0.967873937895428,2763146,0.797291854968321,2979796,0.74818398339275,2979796
"1.1","NN(2)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.97,0.979450837185602,2947614,0.980870349288724,2830266,0.756189098342469,2979796,0.72859756581528,2979796
"1.2","NN(2)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.99,0.991934217993456,2898665,0.992325627531982,2853002,0.622606400475103,2979796,0.613853563367601,2979796
"1.3","NN(2)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.997,0.996870835259376,2701999,0.996963185843344,2685380,0.431734388806796,2979796,0.429525734497723,2979796
"1.4","NN(2)",1,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.999,0.998399766571836,2399025,0.998431078691941,2391452,0.270575921240041,2979796,0.269906468382216,2979796
