"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9999,0.970057202769169,64857,0.973335447051363,63080,0.190934057373772,145331,0.185614737686379,145331
"1.1","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9995,0.970057202769169,64857,0.973335447051363,63080,0.190934057373772,145331,0.185614737686379,145331
"1.2","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.999,0.96999815656876,65096,0.973319642998183,63305,0.19221136349719,145331,0.18686880590124,145331
"1.3","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.995,0.969638866863692,69365,0.972918458754783,67426,0.209505383237619,145331,0.203689238698227,145331
"1.4","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.99,0.96882734631079,74745,0.971975750895564,72580,0.231748526308649,145331,0.225170204538005,145331
"1.5","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.95,0.950551556355396,120024,0.954691820377306,114284,0.464797628257284,145331,0.443931011220149,145331
"11","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.970057202769169,64857,0.974147984968252,61736,0.190934057373772,145331,0.181948513214576,145331
"1.11","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.970057202769169,64857,0.974147984968252,61736,0.190934057373772,145331,0.181948513214576,145331
"1.21","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.96999815656876,65096,0.974125129132231,61952,0.19221136349719,145331,0.183175427605308,145331
"1.31","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.969638866863692,69365,0.973672237556492,65938,0.209505383237619,145331,0.199591372344929,145331
"1.41","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.96882734631079,74745,0.972829613746015,70886,0.231748526308649,145331,0.220510504578143,145331
"1.51","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.950551556355396,120024,0.95553403026537,109432,0.464797628257284,145331,0.427582364133478,145331
"12","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9999,0.970057202769169,64857,0.974432146215133,60623,0.190934057373772,145331,0.178893600324533,145331
"1.12","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9995,0.970057202769169,64857,0.974432146215133,60623,0.190934057373772,145331,0.178893600324533,145331
"1.22","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.999,0.96999815656876,65096,0.974420936693462,60831,0.19221136349719,145331,0.180098615834958,145331
"1.32","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.995,0.969638866863692,69365,0.974014530839388,64690,0.209505383237619,145331,0.196143125335576,145331
"1.42","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.99,0.96882734631079,74745,0.973147308251623,69453,0.231748526308649,145331,0.216473033211962,145331
"1.52","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.95,0.950551556355396,120024,0.955969872118379,105019,0.464797628257284,145331,0.412749080422611,145331
"13","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9999,0.970057202769169,64857,0.970612813370474,64620,0.190934057373772,145331,0.190262108201637,145331
"1.13","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9995,0.970057202769169,64857,0.970612813370474,64620,0.190934057373772,145331,0.190262108201637,145331
"1.23","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.999,0.96999815656876,65096,0.970580525788297,64855,0.19221136349719,145331,0.191528616692278,145331
"1.33","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.995,0.969638866863692,69365,0.970234133070935,69106,0.209505383237619,145331,0.208791944185878,145331
"1.43","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.99,0.96882734631079,74745,0.969396661698156,74469,0.231748526308649,145331,0.230976806240755,145331
"1.53","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.95,0.950551556355396,120024,0.951617364772546,119299,0.464797628257284,145331,0.46265703117984,145331
"14","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9999,0.970057202769169,64857,0.970822404668415,64433,0.190934057373772,145331,0.189797636567034,145331
"1.14","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9995,0.970057202769169,64857,0.970822404668415,64433,0.190934057373772,145331,0.189797636567034,145331
"1.24","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.999,0.96999815656876,65096,0.970788358642873,64666,0.19221136349719,145331,0.191049240614802,145331
"1.34","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.995,0.969638866863692,69365,0.970422187713162,68903,0.209505383237619,145331,0.208291728496738,145331
"1.44","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.99,0.96882734631079,74745,0.969574938045469,74248,0.231748526308649,145331,0.230432035287642,145331
"1.54","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.95,0.950551556355396,120024,0.951736687362577,118703,0.464797628257284,145331,0.46073790899527,145331
"15","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9999,0.970057202769169,64857,0.970876958260085,64279,0.190934057373772,145331,0.189387656417657,145331
"1.15","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9995,0.970057202769169,64857,0.970876958260085,64279,0.190934057373772,145331,0.189387656417657,145331
"1.25","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.999,0.96999815656876,65096,0.970841729964347,64510,0.19221136349719,145331,0.190626993101388,145331
"1.35","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.995,0.969638866863692,69365,0.970468002153072,68739,0.209505383237619,145331,0.207857546130569,145331
"1.45","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.99,0.96882734631079,74745,0.96960941824515,74069,0.231748526308649,145331,0.22994002824497,145331
"1.55","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.95,0.950551556355396,120024,0.951936999872984,118095,0.464797628257284,145331,0.458840555853825,145331
"16","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9999,0.970057202769169,64857,0.971032568871705,64141,0.190934057373772,145331,0.189048724535533,145331
"1.16","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.9995,0.970057202769169,64857,0.971032568871705,64141,0.190934057373772,145331,0.189048724535533,145331
"1.26","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.999,0.96999815656876,65096,0.970995805499456,64370,0.19221136349719,145331,0.19027680284716,145331
"1.36","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.995,0.969638866863692,69365,0.970578372625348,68589,0.209505383237619,145331,0.207465541729638,145331
"1.46","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.99,0.96882734631079,74745,0.96968958891505,73902,0.231748526308649,145331,0.229504205328552,145331
"1.56","Markov",20,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,4","max_size",8,0.95,0.950551556355396,120024,0.952067733151804,117520,0.464797628257284,145331,0.456984486138428,145331
