"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(2)",40,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.960549772844902,52167,0.964399433020399,48679,0.272502341610167,71478,0.254956682993112,71478
"1.1","VAR(2)",40,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.949578820697954,58170,0.955701440878823,53162,0.330565463030087,71478,0.304582750934474,71478
"1.2","VAR(2)",40,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.931943125009734,64211,0.940390453999859,56652,0.40984933146607,71478,0.367466371232014,71478
"1.3","VAR(2)",40,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.906374762271163,68881,0.917250687847168,57789,0.498777707874408,71478,0.428554657833911,71478
"1.4","VAR(2)",40,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.887462267760724,70563,0.90160716476506,57057,0.544548686390762,71478,0.453856214428128,71478
