"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.9999,0.910734080995091,138922,0.921730430469806,116942,0.61096843950242,139522,0.526974062740603,139522
"1.1","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.9995,0.947089705546679,131430,0.954422781042702,118941,0.486369150203129,139522,0.445860572998694,139522
"1.2","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.999,0.95474158294227,127004,0.961249281997205,116643,0.440165973143929,139522,0.408362890067293,139522
"1.3","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.995,0.966787748558955,117276,0.971485856331537,110226,0.351344365387675,139522,0.331739531764067,139522
"1.4","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.99,0.970271518942356,112552,0.974597512321051,106525,0.319155131343927,139522,0.302997681477174,139522
"1.5","VAR1",20,1,"max",0.99,"offline",1,3.125,1500,3,"1,2",0.95,0.976068669875035,98908,0.979587092956913,94646,0.257174939157902,139522,0.246299090715257,139522
