"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"14","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9999,0.938401069867571,61316,0.948306143511561,55229,0.298319620191016,94752,0.270318663144306,94752
"1.14","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.9995,0.932599468258781,64317,0.94307423580786,57250,0.325580650140218,94752,0.291943801835536,94752
"1.24","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.999,0.929177352535017,65897,0.940111229359058,58258,0.340890674851694,94752,0.304029584868996,94752
"1.34","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.995,0.918655509457844,71105,0.931364581978936,61528,0.391824735507109,94752,0.343982163267854,94752
"1.44","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.99,0.910675058287624,74201,0.924065864471184,63160,0.422914915438702,94752,0.365957125064075,94752
"1.54","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",16,0.95,0.87687766637588,83681,0.892365664330394,66345,0.522540217975905,94752,0.42672812777862,94752
"15","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9999,0.939787331202296,61316,0.949564809129979,55378,0.291552410757166,95389,0.2650455796197,95389
"1.15","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.9995,0.934216459101015,64317,0.944615652476713,57435,0.318332237183265,95389,0.286563516096812,95389
"1.25","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.999,0.93095285066088,65897,0.941845548618832,58465,0.333402555570595,95389,0.29857379543476,95389
"1.35","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.995,0.920891639125237,71105,0.933574976941374,61799,0.383450181448993,95389,0.338282267769379,95389
"1.45","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.99,0.913532162639318,74201,0.926710225930882,63515,0.414320916234719,95389,0.360621030397157,95389
"1.55","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",16,0.95,0.880988515911617,83681,0.89599868466287,66903,0.512966651901609,95389,0.422163896750159,95389
"16","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9999,0.938340043357077,64580,0.948280609961791,58102,0.30539121933478,94752,0.276587312684896,94752
"1.16","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.9995,0.932260357132281,67538,0.943346223081539,59996,0.33366145872019,94752,0.29920094968117,94752
"1.26","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.999,0.928656172232189,69116,0.940122413481892,60941,0.349495022476471,94752,0.31150086967988,94752
"1.36","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.995,0.918299240684195,74014,0.930868721032193,63864,0.400307011511195,94752,0.350836720929319,94752
"1.46","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.99,0.91089766116122,76833,0.924353283330782,65330,0.430871604691009,94752,0.373394661341925,94752
"1.56","Multinomial",900,1,"max",0.99,"fixed",3.125,60000,3,"1,2","max_size",20,0.95,0.880656506447831,85300,0.894961194731891,68032,0.52691027459939,94752,0.432904887005871,94752
"17","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9999,0.936698668318365,64580,0.94697322769406,57933,0.304667618773417,95390,0.275242992697611,95390
"1.17","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.9995,0.930335514821286,67538,0.941795313519209,59789,0.332483794357409,95390,0.297141032847504,95390
"1.27","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.999,0.926500376179177,69116,0.938410094221519,60708,0.347959394704007,95390,0.309001158172653,95390
"1.37","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.995,0.915826735482476,74014,0.928750137684694,63551,0.39793398763059,95390,0.346911239772125,95390
"1.47","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.99,0.90804732341572,76833,0.921884381494881,64955,0.427793539724995,95390,0.368430048534548,95390
"1.57","Multinomial",900,1,"max",0.99,"fixed",2.08333333333333,60000,3,"1,2","max_size",20,0.95,0.876295427901524,85300,0.89111289031225,67446,0.520990910211966,95390,0.424348369139081,95390
