"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.9999,0.939335896845266,2973785,0.945917372583083,2635227,0.813259526105293,2979796,0.729145084036084,2979796
"1.1","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.9995,0.96192058410688,2957267,0.966597431748947,2744280,0.768602101902799,2979796,0.719403006732045,2979796
"1.2","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.999,0.967888527369772,2946517,0.972020315354136,2767365,0.750641847978475,2979796,0.710272932257668,2979796
"1.3","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.995,0.980217687946967,2932822,0.983564699145353,2823739,0.715282404783816,2979796,0.692407344803263,2979796
"1.4","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.99,0.983152237802194,2926264,0.986244069578903,2833905,0.699321418084896,2979796,0.680302261769454,2979796
"1.5","VAR1",1,1,"max",0.99,"offline",1,3.125,1250,3,"1,2",0.95,0.986517666410912,2898608,0.989041732937232,2825538,0.664026017377063,2979796,0.649515969107625,2979796
