"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9999,0.981789917832556,117078,0.984391295279149,115064,0.156513235703117,293618,0.153512609117428,293618
"1.1","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9995,0.981789917832556,117078,0.984391295279149,115064,0.156513235703117,293618,0.153512609117428,293618
"1.2","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.999,0.981924649946274,120053,0.984525686005322,118002,0.160940236811217,293618,0.157893608241808,293618
"1.3","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.995,0.982426957295988,144881,0.984751902502036,142444,0.205104232319599,293618,0.201434510752108,293618
"1.4","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.99,0.981593598337905,184827,0.983804240644745,181529,0.286098992434204,293618,0.280697541493471,293618
"1.5","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.95,0.963462365189436,267505,0.96636446126523,257882,0.561404490080118,293618,0.542802724697766,293618
"11","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.981789917832556,117078,0.984795228908445,113517,0.156513235703117,293618,0.151390388987641,293618
"1.11","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.981789917832556,117078,0.984795228908445,113517,0.156513235703117,293618,0.151390388987641,293618
"1.21","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.981924649946274,120053,0.984908998771763,116427,0.160940236811217,293618,0.15574496310078,293618
"1.31","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.982426957295988,144881,0.985180545373013,140491,0.205104232319599,293618,0.198845739423054,293618
"1.41","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.981593598337905,184827,0.984143585842767,178792,0.286098992434204,293618,0.27697904226023,293618
"1.51","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.963462365189436,267505,0.966624309015766,249463,0.561404490080118,293618,0.526631209173344,293618
"12","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9999,0.981789917832556,117078,0.985116818262886,112140,0.156513235703117,293618,0.149584768027884,293618
"1.12","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9995,0.981789917832556,117078,0.985116818262886,112140,0.156513235703117,293618,0.149584768027884,293618
"1.22","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.999,0.981924649946274,120053,0.985229041148292,115023,0.160940236811217,293618,0.153903007222906,293618
"1.32","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.995,0.982426957295988,144881,0.985380412058997,138718,0.205104232319599,293618,0.196511077424281,293618
"1.42","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.99,0.981593598337905,184827,0.984339714710455,176242,0.286098992434204,293618,0.2735671507251,293618
"1.52","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.95,0.963462365189436,267505,0.967085483323256,241474,0.561404490080118,293618,0.51136727909278,293618
"13","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9999,0.981789917832556,117078,0.982622919931828,116763,0.156513235703117,293618,0.156137441885004,293618
"1.13","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9995,0.981789917832556,117078,0.982622919931828,116763,0.156513235703117,293618,0.156137441885004,293618
"1.23","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.999,0.981924649946274,120053,0.982777916979871,119730,0.160940236811217,293618,0.160555676248306,293618
"1.33","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.995,0.982426957295988,144881,0.983172577944453,144526,0.205104232319599,293618,0.20467451738533,293618
"1.43","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.99,0.981593598337905,184827,0.982281446771123,184383,0.286098992434204,293618,0.285541878891868,293618
"1.53","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.95,0.963462365189436,267505,0.964301130157682,266423,0.561404490080118,293618,0.559703968271196,293618
"14","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9999,0.981789917832556,117078,0.982780513753282,116554,0.156513235703117,293618,0.155861184732828,293618
"1.14","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.9995,0.981789917832556,117078,0.982780513753282,116554,0.156513235703117,293618,0.155861184732828,293618
"1.24","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.999,0.981924649946274,120053,0.982931298476367,119517,0.160940236811217,293618,0.160272993372658,293618
"1.34","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.995,0.982426957295988,144881,0.983303067688768,144278,0.205104232319599,293618,0.204352343751878,293618
"1.44","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.99,0.981593598337905,184827,0.982369879387156,184060,0.286098992434204,293618,0.285092233187406,293618
"1.54","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,2","max_size",8,0.95,0.963462365189436,267505,0.964482109227872,265500,0.561404490080118,293618,0.558062261516449,293618
"15","Markov",10,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,3","max_size",8,0.9999,0.981789917832556,117078,0.982847813010226,116370,0.156513235703117,293618,0.155630285848285,293618
