"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.9999,0.982959794210025,70363,0.984911519981249,68264,0.688973303787458,71942,0.670667426374475,71942
"1.1","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.9995,0.982959794210025,70363,0.984911519981249,68264,0.688973303787458,71942,0.670667426374475,71942
"1.2","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.999,0.982918614730918,70369,0.984896870971522,68264,0.689455086786652,71942,0.671097594639912,71942
"1.3","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.995,0.982491238524951,70479,0.984587913294205,68323,0.69497812096547,71942,0.675985714417363,71942
"1.4","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.99,0.981833885537904,70626,0.984047375347273,68390,0.700888897198016,71942,0.680942027034181,71942
"1.5","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.98,0.980761624950562,70796,0.983163063971588,68421,0.712260282767737,71942,0.690698101602216,71942
"1.6","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.97,0.976167725254342,71164,0.979417111358705,68212,0.755688570602237,71942,0.727502012873346,71942
"1.7","Markov",40,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2",8,0.95,0.969807522958863,71541,0.973964863628988,67793,0.784217201235443,71942,0.747134008556879,71942
