"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(2)",50,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.95530303030303,38280,0.959403153153153,35520,0.247735291953895,56762,0.230521604908487,56762
"1.1","VAR(2)",50,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.945066448206809,43944,0.951038092614391,39929,0.303501642978288,56762,0.277434639884736,56762
"1.2","VAR(2)",50,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.925711636158374,49604,0.934548047944418,43467,0.382294921715567,56762,0.339387575524768,56762
"1.3","VAR(2)",50,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.897447778622134,53953,0.911049044799464,44755,0.471255122372075,56762,0.401073988368286,56762
"1.4","VAR(2)",50,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.876482213438735,55660,0.8937605776825,44315,0.51705977453705,56762,0.426078223277714,56762
