"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(4)",1,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.984588137418528,2938905,0.985766384056835,2850927,0.724038921086435,2982765,0.704910264582515,2982765
"1.1","VAR(4)",1,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.977810123755606,2946614,0.979290992237757,2819546,0.748475199936588,2982765,0.719640759035551,2982765
"1.2","VAR(4)",1,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.967993749338892,2959047,0.969819668882524,2775450,0.777622400431127,2982765,0.733511790203468,2982765
"1.3","VAR(4)",1,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.955145719183385,2970508,0.95756298464253,2713598,0.807706220108212,2982765,0.742917361125921,2982765
"1.4","VAR(4)",1,1,"max",0.99,"fixed",4,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.946650223322927,2975064,0.949510124786742,2670476,0.822502780778044,2982765,0.743904217978487,2982765
