"","name","window_size","extrap_step","response","target","train_policy","p","res_dist","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(2)",25,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.999,0.966122500367207,95314,0.968840142215067,89442,0.341468932127251,115740,0.322244910934871,115740
"1.1","VAR(2)",25,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.997,0.957369636801494,101735,0.960888557425954,93860,0.399192651659472,115740,0.371749686280166,115740
"1.2","VAR(2)",25,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.99,0.94414702135908,108338,0.948956654726103,97427,0.47600124079177,115740,0.433974563543285,115740
"1.3","VAR(2)",25,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.97,0.923993933622544,113412,0.931183344389447,97985,0.560801934600158,115740,0.494731638592126,115740
"1.4","VAR(2)",25,1,"max",0.99,"fixed",2,"normal",3.125,2000,3,"1,2","max_size",NA,0.95,0.907619403049844,115219,0.917016065424052,96356,0.603540791268061,115740,0.518332054826615,115740
