"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9999,0.955500813596095,44248,0.959873929814658,42516,0.203427359166431,95091,0.195507796292806,95091
"1.1","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.9995,0.955500813596095,44248,0.959873929814658,42516,0.203427359166431,95091,0.195507796292806,95091
"1.2","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.999,0.955579607206476,44349,0.959968087103435,42616,0.203925551391882,95091,0.196005988518257,95091
"1.3","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.995,0.954654041610563,46046,0.959111171452492,44193,0.215466750928962,95091,0.206905595974416,95091
"1.4","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.99,0.953140287694902,48037,0.957668738319788,46018,0.229718474841976,95091,0.22039008108523,95091
"1.5","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,1","max_size",8,0.95,0.936849831326662,70847,0.943277216273447,66587,0.398983414410697,95091,0.37659376175475,95091
"11","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9999,0.955500813596095,44248,0.960812350047258,41263,0.203427359166431,95091,0.190130270814733,95091
"1.11","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.9995,0.955500813596095,44248,0.960812350047258,41263,0.203427359166431,95091,0.190130270814733,95091
"1.21","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.999,0.955579607206476,44349,0.960907090878321,41363,0.203925551391882,95091,0.190621952985405,95091
"1.31","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.995,0.954654041610563,46046,0.96006348761758,42843,0.215466750928962,95091,0.201061942834361,95091
"1.41","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.99,0.953140287694902,48037,0.958571107616266,44510,0.229718474841976,95091,0.213788679442103,95091
"1.51","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,2","max_size",8,0.95,0.936849831326662,70847,0.944225690655787,63237,0.398983414410697,95091,0.360119477775115,95091
"12","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9999,0.955500813596095,44248,0.961442909669085,40252,0.203427359166431,95091,0.185854953917085,95091
"1.12","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.9995,0.955500813596095,44248,0.961442909669085,40252,0.203427359166431,95091,0.185854953917085,95091
"1.22","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.999,0.955579607206476,44349,0.961538461538462,40352,0.203925551391882,95091,0.186335449132084,95091
"1.32","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.995,0.954654041610563,46046,0.960734991136026,41742,0.215466750928962,95091,0.196350726820605,95091
"1.42","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.99,0.953140287694902,48037,0.959254893803878,43269,0.229718474841976,95091,0.208445192692072,95091
"1.52","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"1,3","max_size",8,0.95,0.936849831326662,70847,0.945496451548717,60308,0.398983414410697,95091,0.345650382174673,95091
"13","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9999,0.955500813596095,44248,0.956207695452687,44026,0.203427359166431,95091,0.202466071427447,95091
"1.13","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.9995,0.955500813596095,44248,0.956207695452687,44026,0.203427359166431,95091,0.202466071427447,95091
"1.23","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.999,0.955579607206476,44349,0.956284276843584,44126,0.203925551391882,95091,0.202957953907497,95091
"1.33","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.995,0.954654041610563,46046,0.955377998995787,45807,0.215466750928962,95091,0.214416414829497,95091
"1.43","Markov",30,1,"max",0.99,"fixed","fixed",3.125,2000,3,"2,1","max_size",8,0.99,0.953140287694902,48037,0.953911842270501,47778,0.229718474841976,95091,0.228579880949942,95091
