"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","p","P","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","NN(2)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.999,0.958886077177157,577347,0.962401510100204,532415,0.673724620306256,585584,0.627205056097657,585584
"1.1","NN(2)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.997,0.973099530158819,569767,0.975123733752718,540475,0.606669758043427,585584,0.579522599165651,585584
"1.2","NN(2)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.99,0.988320532552336,535384,0.988854616963456,523266,0.419900986905977,585584,0.412085211556692,585584
"1.3","NN(2)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.97,0.994301326907154,431153,0.994439323900588,426387,0.232707449971906,585584,0.230836935496306,585584
"1.4","NN(2)",5,1,"max",0.99,"fixed",3.125,2000,3,"1,2",2,0,0.95,0.995916886665802,377653,0.995991331454437,374688,0.167867553770584,585584,0.166950354658469,585584
