"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9999,0.979637683565176,90363,0.982255425766815,87407,0.207410911549197,189825,0.200940646312436,189825
"1.1","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9997,0.97817937436339,95231,0.980923137229282,91839,0.224069055255148,189825,0.216476423411232,189825
"1.2","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9995,0.977294248215613,98213,0.980140013959096,94562,0.234396720361161,189825,0.226107672242007,189825
"1.3","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.999,0.975580282479868,103441,0.978524206877091,99228,0.252623225874905,189825,0.242856708622019,189825
"1.4","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.997,0.972412234574232,115051,0.975605750985258,109616,0.295943838387932,189825,0.282917710470456,189825
"1.5","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.995,0.970148644900224,122574,0.973528171498894,116199,0.325370596975496,189825,0.309694678618424,189825
"1.6","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.99,0.965926266188543,134972,0.969680481958113,126816,0.3776750722535,189825,0.356923279977409,189825
"1.7","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.97,0.953945235264573,157291,0.958427239000035,144205,0.492772804613184,189825,0.456054392159489,189825
"1.8","Multinomial",450,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.95,0.943919016110472,166848,0.949285609466508,149918,0.553901396319413,189825,0.50387541448703,189825
"11","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.979637683565176,90363,0.982255425766815,87407,0.201028773853466,191323,0.194774368658721,191323
"1.11","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9997,0.97817937436339,95231,0.980923137229282,91839,0.217202220000579,191323,0.209859395485946,191323
"1.21","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.977294248215613,98213,0.980140013959096,94562,0.227218465797905,191323,0.219200666299481,191323
"1.31","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.999,0.975580282479868,103441,0.978524206877091,99228,0.244904104082563,191323,0.235458011940068,191323
"1.41","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.997,0.972412234574232,115051,0.975605750985258,109616,0.286945771598492,191323,0.274341011300993,191323
"1.51","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.995,0.970148644900224,122574,0.973528171498894,116199,0.315489268489957,191323,0.300319653713481,191323
"1.61","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.99,0.965926266188543,134972,0.969680481958113,126816,0.366219507805636,191323,0.346136822996759,191323
"1.71","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.97,0.953945235264573,157291,0.958427239000035,144205,0.477812247999178,191323,0.442258012952649,191323
"1.81","Multinomial",450,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.95,0.943919016110472,166848,0.949285609466508,149918,0.537086093613168,191323,0.488635760054507,191323
"12","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9999,0.979825813662672,90363,0.982444904447672,87439,0.197857076453454,192154,0.191795464847012,192154
"1.12","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9997,0.978399890791864,95231,0.981137825571144,91877,0.213762168323388,192154,0.206645405249545,192154
"1.22","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.9995,0.977558978953906,98213,0.980382208692711,94608,0.223626599602906,192154,0.215857691464908,192154
"1.32","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.999,0.975879970224573,103441,0.978787481995548,99281,0.241011652922448,192154,0.231861475109252,192154
"1.42","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.997,0.972768598273809,115051,0.975922836382864,109689,0.28233274929727,192154,0.270156149472481,192154
"1.52","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.995,0.970556561750453,122574,0.97388380572372,116288,0.31040496681868,192154,0.295760430730746,192154
"1.62","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.99,0.96645230121803,134972,0.970176060498641,126945,0.36027076532618,192154,0.340920741867402,192154
"1.72","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.97,0.954860735833582,157291,0.959241030326944,144459,0.469999875954436,192154,0.435826628204319,192154
"1.82","Multinomial",450,1,"max",0.99,"fixed",2.08333333333333,59700,3,"1,2",0.95,0.945363444572305,166848,0.950558733537315,150340,0.528418941480061,192154,0.482108390531479,192154
"13","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9999,0.979637683565176,90363,0.982255425766815,87407,0.197215858272629,192808,0.191085335310172,192808
"1.13","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9997,0.97817937436339,95231,0.980923137229282,91839,0.21308321925026,192808,0.205885042625921,192808
"1.23","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.9995,0.977294248215613,98213,0.980140013959096,94562,0.222911511272424,192808,0.215052334917397,192808
"1.33","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.999,0.975580282479868,103441,0.978524206877091,99228,0.240265976458941,192808,0.231006500328838,192808
"1.43","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.997,0.972412234574232,115051,0.975605750985258,109616,0.281534655233191,192808,0.269178503033851,192808
"1.53","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.995,0.970148644900224,122574,0.973528171498894,116199,0.309545032416845,192808,0.294672234035765,192808
"1.63","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.99,0.965926266188543,134972,0.969680481958113,126816,0.359315745273445,192808,0.339630522042285,192808
"1.73","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.97,0.953945235264573,157291,0.958427239000035,144205,0.468809994651092,192808,0.433949722822737,192808
"1.83","Multinomial",450,1,"max",0.99,"fixed",1.5625,59700,3,"1,2",0.95,0.943919016110472,166848,0.949285609466508,149918,0.526965264488269,192808,0.479462082908883,192808
