"","name","window_size","extrap_step","response","target","train_policy","p","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","VAR(1)",20,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.999,0.915803183375068,138972,0.922614046255039,117825,0.622628793955622,139522,0.541022669415616,139522
"1.1","VAR(1)",20,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.997,0.931865537892145,137258,0.937510918120336,120213,0.582250365392469,139522,0.520477412494751,139522
"1.2","VAR(1)",20,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.99,0.950760263940689,132454,0.954636795429634,120428,0.498729568328308,139522,0.460210861289612,139522
"1.3","VAR(1)",20,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.97,0.962350479901624,125234,0.964814369612254,116468,0.421220208607388,139522,0.395979429371356,139522
"1.4","VAR(1)",20,1,"max",0.99,"fixed",1,3.125,2000,3,"1,2",0.95,0.970051292434366,118536,0.97192988725499,111934,0.363426837743865,139522,0.345976464328321,139522
