"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.9999,0.954675321706932,87502,0.960429026145329,80741,0.317776822243615,139522,0.295569639782553,139522
"1.1","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.9995,0.954675321706932,87502,0.960429026145329,80741,0.317776822243615,139522,0.295569639782553,139522
"1.2","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.999,0.954675321706932,87502,0.960429026145329,80741,0.317776822243615,139522,0.295569639782553,139522
"1.3","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.995,0.953846153846154,89050,0.959715177526336,82016,0.325141385305088,139522,0.301992108563048,139522
"1.4","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.99,0.952805954419708,91092,0.958784445878445,83682,0.335251165840143,139522,0.310677971347682,139522
"1.5","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1000,3,"1,2",8,0.95,0.934898208539125,116218,0.943152906446037,102978,0.488674679706069,139522,0.438495744013703,139522
