"","name","window_size","extrap_step","response","target","train_policy","cluster_type","granularity","train_size","update_freq","react_speed","schedule_setting","state_num","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.9999,0.963164856306866,74847,0.9682451570662,70257,0.237054133707169,145331,0.223283645430767,145331
"1.1","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.9995,0.963164856306866,74847,0.9682451570662,70257,0.237054133707169,145331,0.223283645430767,145331
"1.2","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.999,0.963078072269872,74969,0.968219224810609,70357,0.237768102319576,145331,0.223937050273823,145331
"1.3","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.995,0.962435963114754,78080,0.967686819119999,73159,0.251149690048872,145331,0.236392862045907,145331
"1.4","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.99,0.961457886676876,81625,0.96665443296807,76292,0.26718695569874,145331,0.25097197139553,145331
"1.5","Markov(Max-Max)",20,1,"max",0.99,"fixed","fixed",3.125,1500,3,"1,2","max_size",8,0.95,0.94435016969455,120216,0.951017471357674,108406,0.472619463808319,145331,0.43062138365465,145331
