"","name","window_size","extrap_step","response","target","train_policy","granularity","train_size","update_freq","react_speed","quantile","score1.n","score1.w","score1_adj.n","score1_adj.w","score2.n","score2.w","score2_adj.n","score2_adj.w"
"1","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9999,0.971733015348866,65412,0.97516442367701,62491,0.213301700645522,137103,0.204025380208615,137103
"1.1","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9997,0.969879869372522,68592,0.973685419761974,65287,0.229063410091178,137103,0.218350003756231,137103
"1.2","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.9995,0.968620107531458,70491,0.972554234148091,66932,0.238957423278335,137103,0.227229209825871,137103
"1.3","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.999,0.967089294189437,73745,0.971122443132986,69812,0.255818436806818,137103,0.242644753204697,137103
"1.4","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.997,0.962720570984034,80983,0.967270763638279,75926,0.293514479834254,137103,0.276051487014048,137103
"1.5","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.995,0.959862157584253,85605,0.964796148638484,79764,0.318903748928256,137103,0.298383642279837,137103
"1.6","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.99,0.955320035470464,93599,0.960494627639867,86368,0.364791723977519,137103,0.338649494860519,137103
"1.7","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.97,0.941545671751516,108820,0.947942707266096,97604,0.466841268975796,137103,0.423482634461606,137103
"1.8","Multinomial",600,1,"max",0.99,"fixed",6.25,59700,3,"1,2",0.95,0.93044757121233,116272,0.93805700167652,101997,0.523006042515462,137103,0.465687816807048,137103
"11","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9999,0.971733015348866,65412,0.97516442367701,62491,0.206303511277404,138392,0.197340610669395,138392
"1.11","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9997,0.969879869372522,68592,0.973685419761974,65287,0.221577499411357,138392,0.211221821976367,138392
"1.21","Multinomial",600,1,"max",0.99,"fixed",3.125,59700,3,"1,2",0.9995,0.968620107531458,70491,0.972554234148091,66932,0.231156583698475,138392,0.219823590497261,138392
